"height","weight","male","earn","earnk","ethnicity","education","mother_education","father_education","walk","exercise","smokenow","tense","angry","age"
64,180,0,0,0,"Hispanic",12,NA,NA,1,7,2,0,0,65
66,125,0,10000,10,"White",12,12,12,6,1,2,0,0,68
72,195,1,18000,18,"White",14,NA,NA,8,1,2,2,2,48
62,115,0,0,0,"Hispanic",15,15,15,8,1,2,0,0,59
65,130,0,15000,15,"Hispanic",12,12,12,7,7,2,7,7,20
72,181,1,20000,20,"Black",12,NA,NA,1,1,2,0,0,26
68,150,0,31000,31,"White",16,16,16,8,7,2,1,1,43
70,160,1,25000,25,"Black",12,NA,NA,4,2,2,0,0,56
64,150,1,6000,6,"Hispanic",10,10,10,1,6,1,0,0,36
64,140,0,0,0,"White",12,12,12,8,7,2,0,0,38
68,182,1,35000,35,"Black",12,12,12,1,1,1,2,2,70
70,150,1,12000,12,"White",13,13,13,1,1,2,0,0,40
66,155,0,13000,13,"White",16,16,16,3,5,2,0,0,33
67,210,0,26000,26,"White",17,17,17,2,1,2,0,0,34
68,130,0,15000,15,"Black",11,11,11,2,2,1,7,7,31
64,140,0,30000,30,"White",17,17,17,4,6,2,0,0,28
65,122,0,2000,2,"White",14,14,14,8,7,2,0,0,41
70,150,1,5000,5,"Other",13,13,13,4,2,2,3,3,22
71,150,0,53000,53,"White",14,14,14,1,1,1,1,1,26
64,127,0,0,0,"White",12,12,12,8,7,2,3,3,36
62,102,0,2000,2,"White",13,13,13,1,1,2,7,7,18
71,155,1,25000,25,"White",17,17,17,2,7,2,1,1,29
74,185,1,5000,5,"White",12,12,12,8,7,1,0,0,18
64,105,0,21000,21,"White",13,13,13,4,1,2,1,1,27
64,NA,0,15000,15,"White",14,14,14,8,1,2,0,0,19
70,130,0,17000,17,"White",15,15,15,7,6,2,1,1,27
73,155,1,5000,5,"White",16,16,16,7,7,2,0,0,22
64,135,0,12000,12,"White",13,13,13,5,2,1,2,2,37
70,230,1,42000,42,"Hispanic",14,14,14,4,1,2,0,0,44
74,205,1,21000,21,"White",12,12,12,1,7,2,4,4,33
63,170,0,6000,6,"Hispanic",12,12,12,8,1,1,0,0,65
59,107,0,0,0,"Hispanic",12,12,12,2,1,1,5,5,46
74,190,1,25000,25,"White",14,14,14,1,5,2,0,0,24
66,119,0,3000,3,"White",14,14,14,6,3,2,0,0,19
65,150,0,3600,3.6,"White",15,NA,15,7,1,2,0,0,67
71,155,1,4000,4,"White",12,12,12,8,7,2,4,4,19
69,160,1,20000,20,"White",14,NA,14,8,5,2,0,0,58
72,160,1,45000,45,"White",18,18,18,1,4,2,0,0,38
70,165,1,136500,136.5,"White",16,16,16,6,4,2,0,0,51
60,220,1,52000,52,"White",15,15,15,4,2,2,0,0,50
64,130,0,60000,60,"White",12,12,12,4,2,2,1,1,43
64,122,0,15000,15,"White",13,NA,NA,5,4,2,7,7,41
72,190,1,90000,90,"White",16,16,16,8,7,2,0,0,50
63,160,0,35000,35,"White",12,NA,NA,8,1,2,2,2,38
72,156,1,25000,25,"Hispanic",13,13,13,1,6,1,3,3,19
66,185,1,15000,15,"White",12,12,12,1,1,2,1,1,76
61,180,0,26000,26,"White",14,14,14,7,1,2,2,2,65
62,150,0,0,0,"Hispanic",13,NA,NA,5,1,1,7,7,32
69,140,1,2000,2,"White",12,12,12,8,7,2,0,0,21
67,145,0,16000,16,"White",12,NA,12,8,1,2,0,0,61
65,130,0,24000,24,"Hispanic",11,NA,NA,1,1,2,4,4,27
68,172,1,15000,15,"Hispanic",16,16,16,4,5,2,0,0,28
74,170,1,42000,42,"White",17,17,17,8,3,2,0,0,43
63,150,0,0,0,"White",15,15,15,8,7,1,0,0,48
65,135,0,10000,10,"White",12,12,12,1,5,1,7,7,43
71,220,1,17000,17,"Hispanic",13,13,13,7,6,2,0,0,36
64,NA,0,30000,30,"White",14,14,14,3,2,2,7,7,34
65,120,0,0,0,"White",16,16,16,5,3,2,2,2,22
69,160,0,32000,32,"White",17,17,17,2,1,2,0,0,37
64,135,0,36000,36,"Hispanic",17,17,17,2,7,2,0,0,34
72,190,1,10000,10,"Hispanic",13,13,13,8,7,2,0,0,20
63,130,0,20000,20,"White",15,15,15,8,5,2,5,5,29
65,110,0,24000,24,"White",12,12,12,7,2,2,1,1,29
72,180,1,17000,17,"White",12,12,12,8,1,1,2,2,32
65,137,0,23000,23,"White",14,14,14,5,3,2,0,0,48
64,125,0,25000,25,"White",12,12,NA,4,2,2,2,2,33
71,200,1,50000,50,"White",12,12,12,4,2,2,0,0,50
63,145,0,0,0,"White",14,14,14,8,7,2,2,2,39
62,120,0,20000,20,"White",12,12,12,1,2,2,7,7,30
66,145,0,30000,30,"White",16,16,16,2,7,2,0,0,33
64,190,0,7000,7,"White",10,10,10,2,1,1,0,0,39
67,120,1,7000,7,"White",10,10,10,7,3,2,0,0,78
68,185,1,30000,30,"White",11,11,11,6,7,2,2,2,32
66,130,0,3000,3,"White",12,12,NA,1,6,2,0,0,24
66,145,0,20000,20,"White",14,14,14,8,1,1,0,0,43
66,139,0,40000,40,"White",16,16,16,7,1,1,0,0,59
67,150,1,10000,10,"White",12,12,12,7,1,2,0,0,77
66,240,1,16000,16,"White",12,12,12,8,7,2,0,0,37
63,225,0,11000,11,"White",9,9,9,3,1,2,2,2,51
68,175,0,16000,16,"White",13,13,13,2,1,1,3,3,43
70,185,1,18000,18,"White",12,12,12,4,5,2,0,0,27
63,115,0,12000,12,"White",16,16,16,8,7,2,0,0,26
70,170,1,4000,4,"Black",14,14,NA,7,5,1,7,7,21
72,195,1,60000,60,"White",12,12,12,1,1,1,1,1,45
75,180,1,43000,43,"White",17,17,17,8,7,2,0,0,40
62,180,0,31000,31,"White",14,14,14,8,1,2,2,2,39
68,150,0,50000,50,"White",17,17,17,7,4,2,2,2,39
68,165,0,27000,27,"White",14,14,14,7,1,2,0,0,29
70,158,1,30000,30,"White",17,17,17,8,1,2,0,0,56
73,195,1,12000,12,"Black",13,NA,NA,8,7,2,1,1,21
66,160,1,136500,136.5,"White",18,18,18,8,7,2,0,0,49
69,124,0,0,0,"White",16,16,16,1,4,2,4,4,39
62,140,0,20000,20,"White",17,17,17,7,1,1,2,2,30
60,120,0,15000,15,"Black",12,12,12,1,1,2,0,0,76
64,150,0,25000,25,"Other",16,16,16,4,1,1,0,0,37
68,190,1,5000,5,"Hispanic",12,12,12,1,1,1,4,4,21
60,125,0,2000,2,"Hispanic",6,NA,NA,8,1,2,0,0,67
60,140,0,5000,5,"White",14,14,14,8,7,2,0,0,68
73,170,1,3000,3,"Hispanic",15,15,15,8,6,2,1,1,20
64,138,0,25000,25,"Black",16,16,NA,2,2,2,1,1,40
66,130,0,110000,110,"Other",18,18,18,8,1,2,1,1,48
69,155,1,55000,55,"White",18,18,18,4,1,2,0,0,71
70,170,1,58000,58,"White",18,18,18,8,1,2,1,1,53
70,165,0,10000,10,"White",16,16,16,1,6,2,6,6,36
72,165,1,19000,19,"White",12,12,12,8,2,2,0,0,29
61,120,0,15000,15,"White",18,18,18,6,1,2,0,0,82
64,130,0,8000,8,"White",12,12,12,1,1,1,7,7,33
72,194,1,60000,60,"White",12,12,12,2,1,2,0,0,50
63,155,0,15000,15,"Other",14,14,14,6,1,2,2,2,69
68,150,1,6000,6,"White",12,12,12,1,6,1,2,2,27
