"","height","weight","female","income","ethnicity","education","mother_education","father_education","walk","exercise","smokenow","tense","angry"
"1736","64","135","1","5000","white","12","12","12","1","4","2","0","0"
"1737","62","200","1","5000","white","14","14","14","1","1","2","2","2"
"1738","65","130","1","18000","white","13","13","13","5","1","2","1","1"
"1739","72","175","0","21000","hispanic","15",NA,NA,"8","7","2","0","0"
"1740","59","180","1","15000","hispanic","9",NA,"9","6","2","1","4","4"
"1741","67","115","1","12000","white","12","12",NA,"8","1","1","1","1"
"1742","65","164","1","33000","hispanic","16","16","16","1","1","2","0","0"
"1743","64","140","1","15000","white","16",NA,NA,"1","1","2","0","0"
"1744","72","175","0","50000","hispanic","13","13","13","8","1","1","2","2"
"1745","65","231","1","6000","hispanic","9","9",NA,"4","1","2","0","0"
"1746","64","140","1","16000","white","14","14","14","5","6","2","2","2"
"1747","68","150","0","35000","white","12","12","12","4","6","1","2","2"
"1748","68","260","1","25000","white","12","12",NA,"8","1","2","7","7"
"1749","66","155","1","45000","white","17","17","17","8","2","2","1","1"
"1750","76","210","0","20000","white","14",NA,"14","8","5","2","0","0"
"1751","63","118","1","18000","white","12","12","12","7","5","2","3","3"
"1752","74","225","0","34000","white","14","14","14","3","6","2","0","0"
"1753","67","220","1",NA,"white","15",NA,NA,"1","5","2","0","0"
"1754","68","155","0","25000","white","16","16","16","7","7","2","0","0"
"1755","61","110","1","15000","white","14","14","14","1","5","1","0","0"
"1756","64","140","1","20000","white","16","16","16","2","1","1","0","0"
"1757","72","200","0","20000","white","17","17","17","8","1","2","0","0"
"1758","68","170","0","33000","white","12","12","12","7","7","2","0","0"
"1759","71","150","0",NA,"white","12",NA,NA,"4","1","2","0","0"
"1760","63","126","1","15000","white","12","12","12","8","1","2","0","0"
"1761","65","158","1","4000","white","12","12","12","7","7","2","0","0"
"1762","63","125","1",NA,"white","13","13","13","8","7","2","0","0"
"1763","60","130","1","20000","white","8",NA,NA,"2","1","2","0","0"
"1764","72","200","0","40000","white","16","16",NA,"3","2","1","0","0"
"1765","70","203","0",NA,"white","12","12","12","8","1","2","0","0"
"1766","64","132","1","14000","white","14","14","14","7","4","1","3","3"
"1767","68","170","1","12000","white","12","12","12","1","1","1","0","0"
"1768","61","105","1","25000","white","12","12","12","1","2","2","0","0"
"1769","63","136","1",NA,"white","17",NA,NA,"2","1","2","0","0"
"1770","67","138","1","70000","white","10",NA,NA,"8","1","1","0","0"
"1771","67","140","1","38000","white","17","17","17","5","5","2","7","7"
"1772","63","125","1","14000","white","12","12","12","5","7","2","5","5"
"1773","71","164","0","62000","white","18",NA,NA,"8","4","2","0","0"
"1774","63","108","1","0","white","15","15","15","4","3","2","2","2"
"1775","60","100","1","15000","white","13","13","13","1","7","2","0","0"
"1776","74","215","0","17000","white","16","16","16","3","1","2","0","0"
"1777","66","125","1","25000","white","15","15","15","7","6","2","0","0"
"1778","69","158","0","60000","white","14","14","14","8","2","2","0","0"
"1779","67","180","1","15000","white","15",NA,"15","6","1","2","2","2"
"1780","65","145","0","25000","white","16","16","16","8","1","2","0","0"
"1781","62","131","0","18000","hispanic","12","12","12","8","1","2","0","0"
"1782","65","145","0","0","white","12","12","12","1","1","2","0","0"
"1783","64","140","1","35000","white","17","17","17","7","4","2","0","0"
"1784","72","175","0","70000","white","18","18","18","7","4","1","0","0"
"1785","66","999","1","0","hispanic","11","11","11","7","1","2","4","4"
"1786","65","130","1","30000","white","18",NA,"18","8","1",NA,"0","0"
"1787","67","167","1",NA,"white","15","15","15","1","1","2","0","0"
"1788","62","145","1","8000","white","12","12","12","1","1","2","0","0"
"1789","71","185","0","30000","white","16","16","16","4","6","2","0","0"
"1790","62","115","1","0","white","11","11","11","6","1","1","7","7"
"1791","71","192","0","27000","white","14","14","14","5","1","1","0","0"
"1792","70","270","0","47000","white","18","18","18","8","7","2","1","1"
"1793","67","135","0","12000","hispanic","12","12","12","7","7","2","0","0"
"1794","72","190","0","45000","white","16","16","16","4","2","1","0","0"
"1795","62","130","1","24000","white","17","17","17","5","1","2","1","1"
"1796","63","165","1","13000","hispanic","12","12","12","7","1","2","0","0"
"1797","61","102","1","80000","white","14","14","14","4","3","1","2","2"
"1798","72","130","0","5000","white","12","12","12","7","5","2","3","3"
"1799","65","110","1","0","white","12","12","12","8","6","2","7","7"
"1800","63","153","1","25000","white","10","10","10","8","6","1","0","0"
"1801","66","240","0","28000","white","12","12",NA,"4","3","2","2","2"
"1802","64","125","1","8000","white","15","15","15","8","6","2","0","0"
"1803","66","110","1","10000","white","13","13","13","8","6","1","1","1"
"1804","68","155","1","9000","white","14","14","14","1","3","2","0","0"
"1805","60","150","1","20000","white","12","12","12","8","1","2","0","0"
"1806","65","200","0","12000","white","12",NA,NA,"5","1","2","0","0"
"1807","65","130","1","15000","white","14","14","14","6","1","2","0","0"
"1808","61","110","1","20000","white","14","14","14","8","7","1","7","7"
"1809","68","200","1","15000","white","16","16","16","5","2","2","0","0"
"1810","60","189","1",NA,"white","12",NA,NA,"4","1","2","2","2"
"1811","64","134","1","28000","white","14","14","14","7","6","2","7","7"
"1812","66","140","1","265","white","15","15","15","4","3","2","0","0"
"1813","69","157","0","35000","white","14","14","14","7","1","2","0","0"
"1814","67","999","1","25000","white","12","12","12","5","5","2","0","0"
"1815","66","165","1","26000","hispanic","14","14","14","7","1","2","2","2"
"1816","67","118","1","27000","white","17","17","17","4","1","2","4","4"
"1817","68","180","1","14000","white","12","12","12","2","2","2","7","7"
"1818","66","140","0","32000","white","16","16","16","2","3","1","2","2"
"1819","69","112","1","10000","white","14","14","14","6","1","1","1","1"
"1820","72","135","0","15000","white","12","12","12","6","1","2","0","0"
"1821","69","190","0","7000","white","16","16","16","7","5","2","0","0"
"1822","71","182","0","28000","white","17","17","17","3","4","1","0","0"
"1823","74","210","0",NA,"white","18","18","18","8","4","2","0","0"
"1824","74","250","0","60000","white","13","13","13","2","1","2","5","5"
"1825","60","130","1","25000","white","14","14","14","8","1","2","0","0"
"1826","65","160","1",NA,"white","12","12","12","3","1","2","7","7"
"1827","69","170","0","12000","white","4","4","4","6","1","2","0","0"
"1828","69","154","0",NA,"black","12","12",NA,"1","5","2","0","0"
"1829","64","999","1",NA,"white","16","16","16","1","1","2","4","4"
"1830","65","999","1","0","white","13","13","13","8","1","1","1","1"
"1831","65","999","1","0","white","12","12","12","4","2","2","0","0"
"1832","64","135","1",NA,"white","12","12","12","8","1","2","0","0"
"1833","75","200","1","15000","white","13","13","13","5","1","2","0","0"
"1834","65","125","1",NA,"white","14","14","14","7","1","2","0","0"
"1835","63","110","1","25000","white","16","16","16","6","1","2","0","0"
"1836","72","135","0","15000","white","6",NA,NA,"7","1","2","0","0"
"1837","60","112","1","45000","white","12","12","12","1","7","1","7","7"
"1838","66","135","1",NA,"white","17",NA,NA,"1","5","1","3","3"
"1839","72","225","0","15000","white","11",NA,NA,"4","1","1","1","1"
"1840","64","120","1","26000","white","15","15","15","3","2","2","3","3"
"1841","59","100","1","0","black","12","12","12","1","1","1","0","0"
"1842","71","170","0","0","other","12","12","12","7","7","2","0","0"
"1843","72","165","0","26000","hispanic","16","16","16","8","7","2","0","0"
"1844","63","108","1","18720","black","10","10",NA,"8","1","1","7","7"
"1845","68","155","1","0","black","12","12","12","8","6","2","7","7"
"1846","62","148","1","5000","other","11",NA,NA,"8","1","2","0","0"
"1847","64","152","1","12000","black","12",NA,NA,"2","1","2","0","0"
"1848","70","210","0","80000","white","17","17","17","8","3","2","0","0"
"1849","66","120","1","48000","white","13","13","13","8","6","2","0","0"
"1850","63","125","1","5000","white","18","18","18","7","6","2","0","0"
"1851","62","135","0","18000","other","16","16","16","8","1","2","2","2"
"1852","64","111","1",NA,"white","12","12","12","2","2","1","2","2"
"1853","75","240","0",NA,"white","9",NA,NA,"8","1","2","0","0"
"1854","70","150","0","85000","white","15","15","15","8","1","2","0","0"
"1855","64","175","1","35000","black","12","12","12","1","5","1","2","2"
"1856","69","150","0","5000","white","16","16","16","8","6","2","0","0"
"1857","64","140","1","9000","hispanic","13","13","13","2","4","2","0","0"
"1858","67","125","1","30000","white","16","16","16","8","6","2","3","3"
"1859","72","250","0","80000","white","14","14","14","8","1","1","0","0"
"1860","65","124","1","35000","white","16","16","16","1","7","2","4","4"
"1861","63","210","1","12000","white","14","14","14","4","1","1","1","1"
"1862","70","190","0","2e+05","white","18","18","18","6","5","2","7","7"
"1863","64","128","1","4000","white","16","16","16","6","7","2","0","0"
"1864","68","165","0","2000","white","12","12","12","1","7","2","1","1"
"1865","66","190","1","24000","white","18","18","18","3","1","1","0","0"
"1866","66","165","0","2000","hispanic","15","15","15","8","5","2","0","0"
"1867","73","160","1",NA,"white","16","16","16","8","5","2","0","0"
"1868","70","185","0","15000","white","17","17","17","8","4","2","0","0"
"1869","62","120","1",NA,"white","16","16","16","8","7","2","0","0"
"1870","70","225","0","15000","white","12","12","12","8","1","2","0","0"
"1871","62","150","1","6000","white","12","12","12","1","1","2","0","0"
"1872","66","150","0","5000","white","12","12",NA,"8","1","2","0","0"
"1873","66","130","1","1500","hispanic","12",NA,"12","5","7","2","7","7"
"1874","64","130","1","28000","white","18","18","18","5","2","2","0","0"
"1875","70","150","1","9000","white","12","12","12","8","3","2","0","0"
"1876","74","175","0","60000","white","14","14","14","7","6","2","0","0"
"1877","72","155","0",NA,"white","16","16","16","1","7","2","0","0"
"1878","66","150","0","1200","white","12","12","12","4","1","2","0","0"
"1879","62","185","1","1400","hispanic","3","3","3","1","1","2","0","0"
"1880","68","160","1","15000","white","16","16",NA,"8","7","1","0","0"
"1881","66","180","1","7000","white","13","13","13","1","1","2","0","0"
"1882","66","140","1",NA,"white","15","15","15","7","1","2","0","0"
"1883","70","190","0","25000","white","12",NA,NA,"7","1","2","1","1"
"1884","62","130","1","21000","white","12","12","12","1","2","2","7","7"
"1885","69","107","0","44000","white","12","12","12","1","6","2","0","0"
"1886","71","165","0",NA,"white","12",NA,NA,"4","1","2","0","0"
"1887","68","164","0","29000","black","16","16","16","8","7","2","0","0"
"1888","72","165","0","3000","hispanic","14","14","14","8","1","2","4","4"
"1889","64","140","0","12000","black","13","13","13","2","7","2","0","0"
"1890","64","110","1","0","hispanic","16","16","16","1","1","2","7","7"
"1891","60","200","1","0","hispanic","9","9","9","1","1","2","0","0"
"1892","72","195","0","20000","hispanic","12","12","12","8","4","2","0","0"
"1893","62","146","1","1200","black","5",NA,NA,"8","4","2","0","0"
"1894","64","104","1","25000","white","12","12","12","7","1","1","1","1"
"1895","74","215","0","37000","white","16","16","16","2","7","2","3","3"
"1896","66","150","0","8000","other","10",NA,NA,"7","1","2","3","3"
"1897","68","135","0","35000","hispanic","16","16","16","8","4","2","3","3"
"1898","67","145","0","25000","hispanic","14","14","14","7","7","2","0","0"
"1899","62","110","0","25000","other","14","14","14","6","3","2","0","0"
"1900","71","160","1","18000","white","10","10","10","5","7","2","7","7"
"1901","63","130","1","30000","black","16","16","16","8","2","2","4","4"
"1902","66","133","0","5000","other","14","14","14","8","7","2","3","3"
"1903","70","185","0",NA,"white","8",NA,NA,"2","7","2","0","0"
"1904","69","165","0","20000","white","18","18","18","8","6","2","0","0"
"1905","63","122","1",NA,"white","7",NA,"7","4","1","2","0","0"
"1906","71","160","0","12000","hispanic","6","6","6","1","2","2","0","0"
"1907","64","180","1","0","hispanic","12",NA,NA,"1","7","2","0","0"
"1908","66","125","1","10000","white","12","12","12","6","1","2","0","0"
"1909","72","195","0","18000","white","14",NA,NA,"8","1","2","2","2"
"1910","62","115","1","0","hispanic","15","15","15","8","1","2","0","0"
"1911","65","130","1","15000","hispanic","12","12","12","7","7","2","7","7"
"1912","65","999","1",NA,"black","12",NA,NA,"8","1","2","0","0"
"1913","72","181","0","20000","black","12",NA,NA,"1","1","2","0","0"
"1914","68","150","1","31000","white","16","16","16","8","7","2","1","1"
"1915","70","160","0","25000","black","12",NA,NA,"4","2","2","0","0"
"1916","64","150","0","6000","hispanic","10","10","10","1","6","1","0","0"
"1917","64","140","1","0","white","12","12","12","8","7","2","0","0"
"1918","68","182","0","45000","black","12","12","12","1","1","1","2","2"
"1919","70","150","0","12000","white","13","13","13","1","1","2","0","0"
"1920","63","197","1",NA,"other","11",NA,NA,"1","4","2","5","5"
"1921","66","103","1",NA,"white","13","13","13","5","6","2","2","2"
"1922","66","155","1","13000","white","16","16","16","3","5","2","0","0"
"1923","67","210","1","26000","white","17","17","17","2","1","2","0","0"
"1924","68","130","1","15000","black","11","11","11","2","2","1","7","7"
"1925","64","140","1","30000","white","17","17","17","4","6","2","0","0"
"1926","65","122","1","2000","white","14","14","14","8","7","2","0","0"
"1927","70","150","0","5000","other","13","13","13","4","2","2","3","3"
"1928","71","150","1","53000","white","14","14","14","1","1","1","1","1"
"1929","64","127","1","0","white","12","12","12","8","7","2","3","3"
"1930","70","998","1",NA,"white","11",NA,NA,"1","1","2","0","0"
"1931","62","102","1","2000","white","13","13","13","1","1","2","7","7"
"1932","71","155","0","25000","white","17","17","17","2","7","2","1","1"
"1933","74","185","0","5000","white","12","12","12","8","7","1","0","0"
"1934","64","105","1","21000","white","13","13","13","4","1","2","1","1"
"1935","64","999","1","15000","white","14","14","14","8","1","2","0","0"
"1936","71","158","0",NA,"white","18","18","18","4","1","2","1","1"
"1937","70","130","1","17000","white","15","15","15","7","6","2","1","1"
"1938","73","155","0","5000","white","16","16","16","7","7","2","0","0"
"1939","64","135","1","12000","white","13","13","13","5","2","1","2","2"
"1940","70","230","0","42000","hispanic","14","14","14","4","1","2","0","0"
"1941","74","205","0","21000","white","12","12","12","1","7","2","4","4"
"1942","63","170","1","6000","hispanic","12","12","12","8","1","1","0","0"
"1943","59","107","1","0","hispanic","12","12","12","2","1","1","5","5"
"1944","74","190","0","25000","white","14","14","14","1","5","2","0","0"
"1945","66","119","1","3000","white","14","14","14","6","3","2","0","0"
"1946","65","150","1","3600","white","15",NA,"15","7","1","2","0","0"
"1947","71","155","0","4000","white","12","12","12","8","7","2","4","4"
"1948","69","160","0","20000","white","14",NA,"14","8","5","2","0","0"
"1949","72","160","0","35000","white","18","18","18","1","4","2","0","0"
"1950","67","118","1",NA,"hispanic","16","16","16","8","7","2","0","0"
"1951","70","165","0","150000","white","16","16","16","6","4","2","0","0"
"1952","60","220","0","52000","white","15","15","15","4","2","2","0","0"
"1953","64","130","1","60000","white","12","12","12","4","2","2","1","1"
"1954","64","122","1","15000","white","13",NA,NA,"5","4","2","7","7"
"1955","63","128","1",NA,"white","13","13","13","5","2","2","0","0"
"1956","72","190","0","90000","white","16","16","16","8","7","2","0","0"
"1957","63","160","1","45000","white","12",NA,NA,"8","1","2","2","2"
"1958","72","156","0","25000","hispanic","13","13","13","1","6","1","3","3"
"1959","70","130","1",NA,"white","12","12","12","2","2","2","1","1"
"1960","66","185","0","15000","white","12","12","12","1","1","2","1","1"
"1961","61","180","1","26000","white","14","14","14","7","1","2","2","2"
"1962","62","150","1","0","hispanic","13",NA,NA,"5","1","1","7","7"
"1963","69","140","0","2000","white","12","12","12","8","7","2","0","0"
"1964","67","145","1","16000","white","12",NA,"12","8","1","2","0","0"
"1965","65","130","1","24000","hispanic","11",NA,NA,"1","1","2","4","4"
"1966","65","160","1",NA,"white","12","12","12","4","2","2","2","2"
"1967","68","172","0","15000","hispanic","16","16","16","4","5","2","0","0"
"1968","71","150","1",NA,"white","14","14","14","7","1","2","0","0"
"1969","74","170","0","42000","white","17","17","17","8","3","2","0","0"
"1970","63","150","1","0","white","15","15","15","8","7","1","0","0"
"1971","67","135","1",NA,"white","12","12","12","8","1","2","0","0"
"1972","65","135","1","10000","white","12","12","12","1","5","1","7","7"
"1973","71","220","0","17000","hispanic","13","13","13","7","6","2","0","0"
"1974","64","998","1","30000","white","14","14","14","3","2","2","7","7"
"1975","65","120","1","0","white","16","16","16","5","3","2","2","2"
"1976","69","160","1","32000","white","17","17","17","2","1","2","0","0"
"1977","64","135","1","36000","hispanic","17","17","17","2","7","2","0","0"
"1978","72","190","0","10000","hispanic","13","13","13","8","7","2","0","0"
"1979","63","130","1","20000","white","15","15","15","8","5","2","5","5"
"1980","71","189","0",NA,"other","10",NA,"10","8","4","1","0","0"
"1981","65","110","1","24000","white","12","12","12","7","2","2","1","1"
"1982","72","180","0","17000","white","12","12","12","8","1","1","2","2"
"1983","65","137","1","23000","white","14","14","14","5","3","2","0","0"
"1984","64","125","1","25000","white","12","12",NA,"4","2","2","2","2"
"1985","71","200","0","50000","white","12","12","12","4","2","2","0","0"
"1986","63","145","1","0","white","14","14","14","8","7","2","2","2"
"1987","62","120","1","20000","white","12","12","12","1","2","2","7","7"
"1988","66","145","1","30000","white","16","16","16","2","7","2","0","0"
"1989","64","190","1","7000","white","10","10","10","2","1","1","0","0"
"1990","67","120","0","7000","white","10","10","10","7","3","2","0","0"
"1991","68","185","0","30000","white","11","11","11","6","7","2","2","2"
"1992","66","130","1","3000","white","12","12",NA,"1","6","2","0","0"
"1993","66","145","1","20000","white","14","14","14","8","1","1","0","0"
"1994","66","139","1","40000","white","16","16","16","7","1","1","0","0"
"1995","67","150","0","10000","white","12","12","12","7","1","2","0","0"
"1996","66","240","0","16000","white","12","12","12","8","7","2","0","0"
"1997","63","225","1","11000","white","9","9","9","3","1","2","2","2"
"1998","68","175","1","16000","white","13","13","13","2","1","1","3","3"
"1999","70","185","0","18000","white","12","12","12","4","5","2","0","0"
"2000","66","174","0",NA,"white","17","17","17","5","2","2","1","1"
"2001","63","115","1","12000","white","16","16","16","8","7","2","0","0"
"2002","70","170","0","4000","black","14","14",NA,"7","5","1","7","7"
"2003","72","195","0","60000","white","12","12","12","1","1","1","1","1"
"2004","75","180","0","43000","white","17","17","17","8","7","2","0","0"
"2005","62","180","1","31000","white","14","14","14","8","1","2","2","2"
"2006","68","150","1","50000","white","17","17","17","7","4","2","2","2"
"2007","68","165","1","27000","white","14","14","14","7","1","2","0","0"
"2008","70","158","0","30000","white","17","17","17","8","1","2","0","0"
"2009","73","195","0","12000","black","13",NA,NA,"8","7","2","1","1"
"2010","66","130","1",NA,"white","18","18","18","8","3","2","0","0"
"2011","66","160","0","150000","white","18","18","18","8","7","2","0","0"
"2012","69","124","1","0","white","16","16","16","1","4","2","4","4"
"2013","62","140","1","20000","white","17","17","17","7","1","1","2","2"
"2014","63","162","1",NA,"black","7","7","7","1","7","2","0","0"
"2015","60","120","1","15000","black","12","12","12","1","1","2","0","0"
"2016","64","150","1","25000","other","16","16","16","4","1","1","0","0"
"2017","68","190","0","5000","hispanic","12","12","12","1","1","1","4","4"
"2018","60","125","1","2000","hispanic","6",NA,NA,"8","1","2","0","0"
"2019","60","140","1","5000","white","14","14","14","8","7","2","0","0"
"2020","73","170","0","3000","hispanic","15","15","15","8","6","2","1","1"
"2021","64","138","1","25000","black","16","16",NA,"2","2","2","1","1"
"2022","66","130","1","110000","other","18","18","18","8","1","2","1","1"
"2023","69","155","0","55000","white","18","18","18","4","1","2","0","0"
"2024","70","170","0","58000","white","18","18","18","8","1","2","1","1"
"2025","70","165","1","10000","white","16","16","16","1","6","2","6","6"
"2026","72","165","0","19000","white","12","12","12","8","2","2","0","0"
"2027","61","120","1","15000","white","18","18","18","6","1","2","0","0"
"2028","64","130","1","8000","white","12","12","12","1","1","1","7","7"
"2029","72","194","0","60000","white","12","12","12","2","1","2","0","0"
"2030","63","155","1","15000","other","14","14","14","6","1","2","2","2"
"2031","68","150","0","6000","white","12","12","12","1","6","1","2","2"
