"","age","gender","race","gayFavorFederalMarriage","gayFavorStateMarriage","gayKnowSomeone"
"679",72,"Female","White","No",NA,NA
"680",31,"Male","White","Yes",NA,NA
"681",57,"Female","Black","Yes",NA,NA
"682",49,"Male","White","Yes","No","Yes"
"683",77,"Female","White","Yes",NA,NA
"684",52,"Male","White","No",NA,NA
"685",70,"Male","White","No","No","Yes"
"686",36,"Female","White","Yes",NA,NA
"687",37,"Male","White","No",NA,NA
"688",39,"Male","Black","Yes","No","No"
"689",39,"Male","White","Yes","No","No"
"690",43,"Male","Other","Yes",NA,NA
"691",53,"Female","White","No",NA,NA
"692",33,"Female","Black","No",NA,NA
"693",53,"Female","White","No",NA,NA
"694",41,"Female","White","No",NA,NA
"695",33,"Male","White","Yes",NA,NA
"696",62,"Female","White","No",NA,NA
"697",32,"Male","White","No",NA,NA
"698",80,"Female","White","Yes",NA,NA
"699",28,"Male","White","No",NA,NA
"700",55,"Female","White","No","Yes","Yes"
"701",55,"Female","Hispanic","Yes","Yes","Yes"
"702",63,"Male","White","Yes",NA,NA
"703",52,"Female","White","No",NA,NA
"704",78,"Male","White","No","No","No"
"705",74,"Female","White","No",NA,NA
"706",74,"Male","White","No",NA,NA
"707",55,"Male","Other","No","No","No"
"708",21,"Female","Hispanic","No",NA,NA
"709",NA,"Female","White","Yes","No","Yes"
"710",76,"Female","White","No",NA,NA
"711",20,"Female","White","No","Yes","No"
"712",72,"Female","Hispanic","No","No","No"
"713",36,"Female","Other","Yes",NA,NA
"714",46,"Male","White","No",NA,NA
"715",31,"Female","Other","No",NA,NA
"716",46,"Female","White","Yes",NA,NA
"717",51,"Female","White","No",NA,NA
"718",44,"Female","Other","No",NA,NA
"719",35,"Female","White","No",NA,NA
"720",35,"Male","White","Yes","No","No"
"721",52,"Male","Black","No",NA,NA
"722",50,"Female","White","No",NA,NA
"723",66,"Female","White","No",NA,NA
"724",47,"Female","Black","No",NA,NA
"725",31,"Male","White","No","No","No"
"726",52,"Female","White","No",NA,NA
"727",47,"Female","White","Yes",NA,NA
"728",20,"Male","White","No","Yes","Yes"
"729",33,"Female","White","No",NA,NA
"730",44,"Male","White","Yes","No","No"
"731",26,"Male","White","Yes",NA,NA
"732",48,"Male","White","No",NA,NA
"733",43,"Female","White","Yes","No","Yes"
"734",78,"Female","White","No",NA,NA
"735",78,"Female","White","No",NA,NA
"736",65,"Female","White","No",NA,NA
"737",36,"Female","White","Yes",NA,NA
"738",32,"Female","White","Yes",NA,NA
"739",22,"Male","White","No","Yes","No"
"740",75,"Male","White","No","Yes","Yes"
"741",37,"Female","White","No",NA,NA
"742",19,"Female","Hispanic","No",NA,NA
"743",52,"Female","White","Yes",NA,NA
"744",65,"Male","White","No",NA,NA
"745",68,"Female","White","No",NA,NA
"746",64,"Female","Black","No",NA,NA
"747",40,"Male","Black","Yes",NA,NA
"748",47,"Female","White","No",NA,NA
"749",46,"Female","White","Yes",NA,NA
"750",66,"Male","White","No",NA,NA
"751",28,"Male","White","Yes",NA,NA
"752",64,"Female","White","No",NA,NA
"753",59,"Male","White","Yes",NA,NA
"754",44,"Male","White","Yes",NA,NA
"755",50,"Female","White","No",NA,NA
"756",49,"Male","White","No",NA,NA
"757",31,"Male","Black","No",NA,NA
"758",79,"Male","White","Yes",NA,NA
"759",31,"Female","White","Yes","No","Yes"
"760",51,"Male","White","No",NA,NA
"761",37,"Female","Hispanic","No","No","Yes"
"762",63,"Male","White","Yes",NA,NA
"763",77,"Male","White","Yes",NA,NA
"764",60,"Female","White","Yes","No","No"
"765",63,"Male","White","No","No","No"
"766",25,"Female","White","Yes",NA,NA
"767",33,"Male","White","No",NA,NA
"768",52,"Male","Hispanic","Yes",NA,NA
"769",42,"Male","Hispanic","Yes","No","Yes"
"770",56,"Female","White","No",NA,NA
"771",43,"Female","White","No",NA,NA
"772",23,"Male","Hispanic","Yes","No","No"
"773",22,"Male","White","No",NA,NA
"774",53,"Male","Hispanic","No",NA,NA
"775",43,"Male","Hispanic","Yes",NA,NA
"776",59,"Male","White","No",NA,NA
"777",50,"Female","White","Yes",NA,NA
"778",34,"Female","White","No",NA,NA
"779",21,"Female","White","No",NA,NA
"780",50,"Female","White","Yes",NA,NA
"781",49,"Female","Hispanic","Yes",NA,NA
"782",52,"Female","Black","No","No","No"
"783",19,"Male","White","No","Yes","Yes"
"784",51,"Female","White","No",NA,NA
"785",49,"Female","White","No",NA,NA
"786",32,"Female","Black","No",NA,NA
"787",44,"Female","White","No",NA,NA
"788",33,"Male","White","No","Yes","Yes"
"789",50,"Female","White","No","Yes","Yes"
"790",61,"Female","Black","No",NA,NA
"791",32,"Female","White","No","Yes","No"
"792",56,"Female","White","No",NA,NA
"793",54,"Male","White","Yes",NA,NA
"794",54,"Male","White","No",NA,NA
"795",57,"Male","White","Yes",NA,NA
"796",65,"Male","White","Yes","No","Yes"
"797",52,"Male","White","No",NA,NA
"798",52,"Male","White","Yes",NA,NA
"799",26,"Female","White","No","Yes","Yes"
"800",21,"Male","Hispanic","No",NA,NA
"801",76,"Female","White","No",NA,NA
"802",37,"Female","White","Yes","Yes","No"
"803",59,"Female","White","No","Yes","Yes"
"804",74,"Female","White","No","Yes","Yes"
"805",62,"Male","White","No","No","No"
"806",61,"Male","White","No",NA,NA
"807",54,"Female","White","No",NA,NA
"808",36,"Male","White","No","No","Yes"
"809",48,"Female","White","No",NA,NA
"810",68,"Female","White","No",NA,NA
"811",60,"Female","White","Yes",NA,NA
"812",27,"Female","White","No",NA,NA
"813",56,"Male","White","No",NA,NA
"814",39,"Female","White","No","Yes","Yes"
"815",56,"Female","White","No",NA,NA
"816",75,"Male","White","Yes",NA,NA
"817",68,"Female","White","Yes",NA,NA
"818",42,"Female","White","Yes","Yes","Yes"
"819",26,"Female","White","No","No","No"
"820",82,"Female","White","No","No","No"
"821",42,"Male","Black","No",NA,NA
"822",65,"Female","White","No",NA,NA
"823",37,"Female","White","Yes",NA,NA
"824",40,"Male","Black","No",NA,NA
"825",48,"Male","Black","No",NA,NA
"826",63,"Female","White","No",NA,NA
"827",52,"Male","White","Yes",NA,NA
"828",33,"Male","White","Yes",NA,NA
"829",47,"Male","White","No",NA,NA
"830",70,"Female","White","No",NA,NA
"831",27,"Female","White","No","No","Yes"
"832",41,"Female","White","No",NA,NA
"833",27,"Female","Hispanic","Yes",NA,NA
"834",56,"Male","White","No",NA,NA
"835",64,"Male","White","Yes",NA,NA
"836",60,"Female","Hispanic","No",NA,NA
"837",70,"Female","Black","No",NA,NA
"838",53,"Female","Other","Yes","No","No"
"839",32,"Female","White","No",NA,NA
"840",73,"Male","White","Yes",NA,NA
"841",58,"Female","White","No",NA,NA
"842",60,"Male","White","No",NA,NA
"843",28,"Female","White","Yes",NA,NA
"844",49,"Male","White","No","No","No"
"845",49,"Female","White","Yes",NA,NA
"846",23,"Male","White","No",NA,NA
"847",34,"Male","White","No",NA,NA
"848",50,"Male",NA,"No",NA,NA
"849",85,"Female","White","No",NA,NA
"850",59,"Female","White","Yes","No","No"
"851",NA,"Female",NA,"Yes","No","No"
"852",55,"Male","White","Yes",NA,NA
"853",56,"Male","White","No",NA,NA
"854",43,"Female","White","No",NA,NA
"855",82,"Female","White","Yes",NA,NA
"856",38,"Male","White","Yes",NA,NA
"857",90,"Male","Other","No","No","No"
"858",22,"Male","Other","Yes",NA,NA
"859",68,"Female","White","No",NA,NA
"860",33,"Female","White","No",NA,NA
"861",32,"Male","White","No",NA,NA
"862",46,"Female","White","Yes","No","Yes"
"863",40,"Female","White","No","Yes","Yes"
"864",72,"Female","White","No","No","Yes"
"865",59,"Male","Other","No",NA,NA
"866",71,"Male","White","No",NA,NA
"867",56,"Female","White","No",NA,NA
"868",50,"Male","White","No",NA,NA
"869",52,"Female","White","No","Yes","Yes"
"870",25,"Female","Other","Yes",NA,NA
"871",58,"Male","White","No",NA,NA
"872",57,"Male","White","Yes",NA,NA
"873",49,"Female","White","No",NA,NA
"874",21,"Male","White","No","Yes","No"
"875",38,"Male","White","No","No","No"
"876",42,"Male","White","Yes",NA,NA
"877",30,"Female","White","No",NA,NA
"878",43,"Female","Hispanic","Yes",NA,NA
"879",23,"Female","White","Yes",NA,NA
"880",59,"Female","White","No","Yes","No"
"881",43,"Male","Other","Yes","No","Yes"
"882",38,"Male","White","No","Yes","Yes"
"883",32,"Female","White","No",NA,NA
"884",48,"Female","White","Yes",NA,NA
"885",79,"Male","Other","Yes","No","No"
"886",73,"Female","White","No",NA,NA
"887",86,"Male","White","No",NA,NA
"888",30,"Female","Other","No",NA,NA
"889",85,"Female","White","No",NA,NA
"890",64,"Male","White","Yes",NA,NA
"891",25,"Male","White","No",NA,NA
"892",62,"Female","White","No",NA,NA
"893",33,"Female","Hispanic","No",NA,NA
"894",43,"Male","White","No",NA,NA
"895",67,"Female","White","Yes",NA,NA
"896",53,"Female","White","No",NA,NA
"897",50,"Male","White","No",NA,NA
"898",55,"Male","White","No",NA,NA
"899",43,"Female","White","Yes","No","Yes"
"900",39,"Female","White","Yes",NA,NA
"901",67,"Female","White","No",NA,NA
"902",82,"Female","Black","No",NA,NA
"903",24,"Male","White","No","Yes","No"
"904",77,"Female","White","No",NA,NA
"905",78,"Female","White","Yes",NA,NA
"906",49,"Female","White","No",NA,NA
"907",59,"Male","White","Yes",NA,NA
"908",71,"Male",NA,"No","No","No"
"909",33,"Male","White","Yes",NA,NA
"910",35,"Male","Black","Yes","No","No"
"911",37,"Male","Other","No",NA,NA
"912",33,"Male","Other","No","Yes","Yes"
"913",36,"Female","White","Yes","No","No"
"914",75,"Male","Black","Yes","No","No"
"915",77,"Male","White","Yes",NA,NA
"916",55,"Female","White","No","Yes","No"
"917",28,"Female","White","No",NA,NA
"918",48,"Male","White","No",NA,NA
"919",50,"Female","White","Yes",NA,NA
"920",33,"Female","Hispanic","No","No","No"
"921",56,"Male","White","No",NA,NA
"922",24,"Male","Hispanic","Yes",NA,NA
"923",50,"Male","White","No",NA,NA
"924",54,"Male","White","No",NA,NA
"925",70,"Male","White","Yes",NA,NA
"926",26,"Female","Hispanic","Yes",NA,NA
"927",52,"Male","White","No",NA,NA
"928",58,"Female","White","Yes",NA,NA
"929",50,"Male","White","No",NA,NA
"930",70,"Female","Black","No",NA,NA
"931",40,"Female",NA,"No",NA,NA
"932",28,"Female","White","No",NA,NA
"933",26,"Female","White","Yes","No","No"
"934",77,"Female","White","No",NA,NA
"935",48,"Female","White","No","Yes","Yes"
"936",44,"Female","White","Yes",NA,NA
"937",69,"Male","Other","Yes",NA,NA
"938",19,"Female","White","No",NA,NA
"939",44,"Female","White","Yes",NA,NA
"940",50,"Female","White","No",NA,NA
"941",21,"Female","Black","No",NA,NA
"942",31,"Male","White","No",NA,NA
"943",NA,"Female","Black","No","No","No"
"944",77,"Female","White","No",NA,NA
"945",60,"Male","White","No",NA,NA
"946",32,"Female","White","Yes",NA,NA
"947",60,"Female","White","Yes",NA,NA
"948",23,"Male","White","Yes",NA,NA
"949",85,"Female","White","No",NA,NA
"950",45,"Male","White","Yes","Yes","Yes"
"951",67,"Female","White","Yes",NA,NA
"952",68,"Male","White","Yes",NA,NA
"953",62,"Female","White","No",NA,NA
"954",58,"Male","White","Yes",NA,NA
"955",21,"Male","White","No","Yes","Yes"
"956",35,"Male","White","No",NA,NA
"957",33,"Male","White","Yes",NA,NA
"958",27,"Female","White","No","No","Yes"
"959",42,"Male","Hispanic","No",NA,NA
"960",23,"Female","White","No",NA,NA
"961",38,"Male","White","No",NA,NA
"962",45,"Female","White","No","No","Yes"
"963",81,"Female","White","No","No","No"
"964",47,"Female","White","No",NA,NA
"965",26,"Male","White","No",NA,NA
"966",53,"Female","White","No","Yes","Yes"
"967",20,"Female","White","No",NA,NA
"968",57,"Male","Other","Yes","Yes","Yes"
"969",69,"Male","White","No",NA,NA
"970",49,"Male","White","No",NA,NA
"971",40,"Male","White","Yes","No","No"
"972",65,"Male","White","No","Yes","No"
"973",44,"Male","White","No",NA,NA
"974",43,"Female",NA,"No",NA,NA
"975",35,"Female","White","No","Yes","Yes"
"976",74,"Female","White","No","Yes","No"
"977",66,"Male","White","Yes",NA,NA
"978",52,"Male","White","Yes",NA,NA
"979",40,"Female","Black","No",NA,NA
"980",60,"Female","White","Yes",NA,NA
"981",78,"Female","White","No","Yes","No"
"982",50,"Male","White","No",NA,NA
"983",50,"Male","White","No",NA,NA
"984",50,"Male","White","No",NA,NA
"985",36,"Male","White","No",NA,NA
"986",39,"Male","White","No",NA,NA
"987",62,"Male","White","Yes",NA,NA
"988",62,"Female","White","No",NA,NA
"989",27,"Female","White","No",NA,NA
"990",NA,"Female",NA,"No",NA,NA
"991",21,"Male","Black","No",NA,NA
"992",50,"Male","White","No",NA,NA
"993",58,"Male","White","Yes",NA,NA
"994",22,"Female","White","Yes",NA,NA
"995",28,"Female","Black","Yes","Yes","No"
"996",44,"Female","White","No","No","No"
"997",30,"Female","White","Yes",NA,NA
"998",75,"Female","White","No",NA,NA
"999",31,"Male","White","Yes","No","Yes"
"1000",30,"Female",NA,"Yes",NA,NA
"1001",60,"Female","White","Yes",NA,NA
"1002",35,"Female","White","No",NA,NA
"1003",24,"Male","Hispanic","Yes","No","Yes"
"1004",52,"Female","White","No","Yes","Yes"
"1005",65,"Male","White","No",NA,NA
"1006",72,"Male","White","No",NA,NA
"1007",37,"Male","White","No",NA,NA
"1008",44,"Female","White","No","No","Yes"
"1009",45,"Female","White","Yes","No","Yes"
"1010",26,"Female","Other","No",NA,NA
"1011",31,"Male","White","Yes",NA,NA
"1012",26,"Male","White","No",NA,NA
"1013",35,"Female","White","Yes",NA,NA
"1014",28,"Male","White","Yes","No","No"
"1015",51,"Male","White","No","No","No"
"1016",72,"Male","White","Yes",NA,NA
"1017",47,"Male","Other","No",NA,NA
"1018",68,"Male","White","Yes","No","No"
"1019",35,"Male","White","Yes","No","Yes"
"1020",58,"Male","White","No",NA,NA
"1021",78,"Female","White","No",NA,NA
"1022",62,"Male","White","No","No","No"
"1023",43,"Male","White","No",NA,NA
"1024",74,"Female","White","No","No","No"
"1025",63,"Female","White","Yes","No","No"
"1026",52,"Female","Black","No",NA,NA
"1027",47,"Male","White","No","Yes","Yes"
"1028",NA,"Female","White","No","No","Yes"
"1029",23,"Female","White","Yes","No","No"
"1030",78,"Female","White","No",NA,NA
"1031",60,"Female","White","Yes",NA,NA
"1032",35,"Female","White","Yes",NA,NA
"1033",44,"Male","White","No",NA,NA
"1034",49,"Female","Hispanic","No",NA,NA
"1035",68,"Female","White","Yes",NA,NA
"1036",59,"Male","White","Yes",NA,NA
"1037",42,"Male","White","No","No","No"
"1038",52,"Female","White","Yes",NA,NA
"1039",62,"Male","White","No",NA,NA
"1040",64,"Female","White","No",NA,NA
"1041",38,"Female","White","No",NA,NA
"1042",36,"Male","White","Yes",NA,NA
"1043",60,"Female","Black","No",NA,NA
"1044",37,"Male","White","Yes",NA,NA
"1045",30,"Female","White","No","Yes","Yes"
"1046",73,"Female","White","Yes",NA,NA
"1047",57,"Female","White","Yes",NA,NA
"1048",34,"Female","White","No",NA,NA
"1049",47,"Male","White","No",NA,NA
"1050",22,"Female","White","No",NA,NA
"1051",31,"Female","White","No",NA,NA
"1052",46,"Female","Hispanic","Yes",NA,NA
"1053",77,"Female","White","Yes",NA,NA
"1054",21,"Female","White","No",NA,NA
"1055",23,"Male","White","Yes",NA,NA
"1056",53,"Female","Black","No","Yes","Yes"
"1057",33,"Female","White","Yes",NA,NA
"1058",58,"Male","White","No",NA,NA
"1059",60,"Male","White","No",NA,NA
"1060",47,"Male","Other","No",NA,NA
"1061",70,"Female","White","No",NA,NA
"1062",31,"Male","Hispanic","No","Yes","Yes"
"1063",50,"Female","Hispanic","No",NA,NA
"1064",50,"Male","White","No",NA,NA
"1065",80,"Female","White","No",NA,NA
"1066",52,"Female","White","No","No","Yes"
"1067",43,"Male","Hispanic","Yes",NA,NA
"1068",62,"Male","White","Yes",NA,NA
"1069",57,"Male","White","No",NA,NA
"1070",34,"Male","White","No",NA,NA
"1071",52,"Male","White","No",NA,NA
"1072",56,"Male","White","No",NA,NA
"1073",42,"Female","White","No",NA,NA
"1074",67,"Female","White","No",NA,NA
"1075",78,"Female","Black","No",NA,NA
"1076",49,"Male","White","No",NA,NA
"1077",21,"Female","Black","No","No","No"
"1078",64,"Female","White","No",NA,NA
"1079",45,"Male","White","Yes",NA,NA
"1080",50,"Female","Black","No","Yes","Yes"
"1081",47,"Male","White","Yes","No","Yes"
"1082",47,"Male","Other","Yes",NA,NA
"1083",47,"Female","White","No",NA,NA
"1084",58,"Female","White","No","Yes","Yes"
"1085",18,"Female","Hispanic","No",NA,NA
"1086",35,"Female","Hispanic","No","Yes","No"
"1087",42,"Male","White","No",NA,NA
"1088",48,"Female","White","Yes",NA,NA
"1089",59,"Male","White","Yes",NA,NA
"1090",38,"Male","White","No",NA,NA
"1091",71,"Female","White","Yes",NA,NA
"1092",30,"Female","Other","No","Yes","No"
"1093",19,"Female","Other","Yes",NA,NA
"1094",48,"Male","White","Yes",NA,NA
"1095",35,"Female","Black","Yes",NA,NA
"1096",32,"Female","White","Yes","No","Yes"
"1097",33,"Male","White","No",NA,NA
"1098",38,"Male","White","No",NA,NA
"1099",45,"Male","White","No","No","Yes"
"1100",43,"Male","White","No",NA,NA
"1101",56,"Male","White","No","No","No"
"1102",63,"Female","White","Yes",NA,NA
"1103",63,"Female","White","Yes",NA,NA
"1104",37,"Female","White","No",NA,NA
"1105",39,"Female","White","No","No","Yes"
"1106",37,"Female","White","No",NA,NA
"1107",94,"Female","White","Yes",NA,NA
"1108",58,"Female","White","Yes","No","Yes"
"1109",31,"Male","White","Yes",NA,NA
"1110",34,"Female","White","No",NA,NA
"1111",39,"Female","White","No",NA,NA
"1112",33,"Female","White","No",NA,NA
"1113",52,"Male","White","No",NA,NA
"1114",30,"Male","White","No",NA,NA
"1115",20,"Female","Black","No","No","No"
"1116",53,"Male","White","No",NA,NA
"1117",44,"Male","White","No",NA,NA
"1118",21,"Female","Other","No",NA,NA
"1119",89,"Female","White","Yes","No","No"
"1120",47,"Female","White","No","No","Yes"
"1121",58,"Female","White","No",NA,NA
"1122",68,"Female","White","Yes","No","Yes"
"1123",50,"Male","White","No",NA,NA
"1124",65,"Female","White","No",NA,NA
"1125",39,"Male","White","Yes",NA,NA
"1126",36,"Male","White","Yes","No","No"
"1127",30,"Male","Other","Yes","No","No"
"1128",51,"Female","White","Yes",NA,NA
"1129",38,"Female","White","No","Yes","No"
"1130",22,"Male","Hispanic","No","Yes","Yes"
"1131",33,"Male","White","No","No","Yes"
"1132",46,"Female","White","No",NA,NA
"1133",22,"Female","Black","No",NA,NA
"1134",57,"Male","White","Yes",NA,NA
"1135",55,"Female","White","No","No","Yes"
"1136",25,"Female","White","No","Yes","No"
"1137",42,"Female","White","No",NA,NA
"1138",24,"Male","White","No",NA,NA
"1139",39,"Female","White","No","Yes","Yes"
"1140",74,"Male","White","Yes","No","No"
"1141",41,"Female","White","No",NA,NA
"1142",35,"Male","White","No",NA,NA
"1143",35,"Female","Hispanic","Yes",NA,NA
"1144",45,"Male","White","No",NA,NA
"1145",27,"Male","White","No",NA,NA
"1146",55,"Female","White","No",NA,NA
"1147",43,"Male","White","No",NA,NA
"1148",50,"Female","White","No",NA,NA
"1149",48,"Female","Black","Yes",NA,NA
"1150",58,"Female","White","Yes",NA,NA
"1151",23,"Male","White","Yes",NA,NA
"1152",36,"Male","White","No",NA,NA
"1153",72,"Male","White","Yes",NA,NA
"1154",70,"Male","White","Yes",NA,NA
"1155",20,"Male","White","Yes",NA,NA
"1156",53,"Male","White","No",NA,NA
"1157",62,"Female","White","Yes",NA,NA
"1158",77,"Male","White","Yes",NA,NA
"1159",24,"Female","White","No",NA,NA
"1160",27,"Male","White","No",NA,NA
"1161",43,"Male","Hispanic","No",NA,NA
"1162",41,"Female","Other","Yes","No","No"
"1163",45,"Male","White","No",NA,NA
"1164",28,"Female","White","Yes",NA,NA
"1165",53,"Male","Hispanic","No",NA,NA
"1166",26,"Male","White","No","Yes","No"
"1167",45,"Female","White","No",NA,NA
"1168",53,"Female","White","Yes",NA,NA
"1169",36,"Female","Hispanic","No",NA,NA
"1170",19,"Female","White","No",NA,NA
"1171",32,"Male","White","Yes","No","No"
"1172",NA,"Female","White","No",NA,NA
"1173",29,"Female","White","No","Yes","Yes"
"1174",88,"Male","White","Yes","No","No"
"1175",47,"Male","White","No",NA,NA
"1176",74,"Female","White","Yes",NA,NA
"1177",79,"Male",NA,"Yes",NA,NA
"1178",52,"Female","White","No",NA,NA
"1179",57,"Female","White","No","Yes","No"
"1180",44,"Female","White","Yes",NA,NA
"1181",50,"Female","White","No",NA,NA
"1182",54,"Male","White","No",NA,NA
