"borough" "numunits" "stories" "race" "personrm" "housewgt" "sequenceno" "under6" "cd" "unitflr2" "regext" "totincom2" "subsidy" "housing" "poverty" "povertyx2" "extwin4_2" "extflr5_2" "intcrack2" "inthole2" "intpeel_cat" "intleak2" "duration" "board2" "struct" "old" "help" "rodent2" "foreign" "dilap" "black_Mean" "board2_Mean" "foreign_Mean" "help_Mean" "hispanic_Mean" "old_Mean" "poverty_Mean" "povertyx2_Mean" "pubhous_Mean" "regext_Mean" "struct_Mean" "dilap_Mean" "ownhous_Mean" "duration_Mean" "extwin4_2_Mean" "extflr5_2_Mean" "intcrack2_Mean" "inthole2_Mean" "intleak2_Mean" "vacrate" "bldg"
"845" 1 12 5 3 0.33 171.47536 869447 1 4 6 1 7656 1 4 1 1 0 0 0 0 NA 0 6 0 0 0 1 1 1 0 0.37 0.13 0.67 0.58 0.58 0.75 0.37 0.67 0.03 0.62 0.33 0.11 0.02 9.76 0.06 0.1 0.26 0.15 0.45 0.05 424
"846" 1 12 5 5 1 241.73771 254118 1 4 6 1 7584 1 4 1 1 0 0 0 0 0 0 4 0 0 0 0 1 1 0 0.37 0.13 0.67 0.58 0.58 0.75 0.37 0.67 0.03 0.62 0.33 0.11 0.02 9.76 0.06 0.1 0.26 0.15 0.45 0.05 424
"847" 1 12 5 3 0.33 171.47536 250646 1 4 6 1 7824 1 4 1 1 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0.37 0.13 0.67 0.58 0.58 0.75 0.37 0.67 0.03 0.62 0.33 0.11 0.02 9.76 0.06 0.1 0.26 0.15 0.45 0.05 424
"848" 1 12 5 3 0.33 171.47536 624791 1 4 6 1 7656 1 4 1 1 0 0 0 0 0 0 6 0 0 0 1 1 1 0 0.37 0.13 0.67 0.58 0.58 0.75 0.37 0.67 0.03 0.62 0.33 0.11 0.02 9.76 0.06 0.1 0.26 0.15 0.45 0.05 424
"849" 1 10 4 3 0.33 183.83361 951517 1 4 3 0 34000 0 2 0 0 0 0 0 0 0 0 3 0 0 1 1 1 1 0 0.37 0.13 0.67 0.58 0.58 0.75 0.37 0.67 0.03 0.62 0.33 0.11 0.02 9.76 0.06 0.1 0.26 0.15 0.45 0.05 425
"850" 1 10 4 4 1 172.45937 724085 1 4 3 1 78000 0 2 0 0 0 0 0 0 0 1 15 0 0 1 1 0 1 0 0.37 0.13 0.67 0.58 0.58 0.75 0.37 0.67 0.03 0.62 0.33 0.11 0.02 9.76 0.06 0.1 0.26 0.15 0.45 0.05 425
"912" 1 12 6 4 1.67 200.95914 408764 2 4 7 0 50000 0 2 0 0 0 0 0 0 0 0 3 0 0 0 NA 1 1 0 0.37 0.13 0.67 0.58 0.58 0.75 0.37 0.67 0.03 0.62 0.33 0.11 0.02 9.76 0.06 0.1 0.26 0.15 0.45 0.05 465
"915" 1 10 5 4 1.25 172.45937 154221 1 4 3 1 8580 NA 2 1 1 0 0 1 0 1 1 10 0 0 1 0 0 0 0 0.37 0.13 0.67 0.58 0.58 0.75 0.37 0.67 0.03 0.62 0.33 0.11 0.02 9.76 0.06 0.1 0.26 0.15 0.45 0.05 469
"916" 1 10 5 3 0.25 164.21931 255343 1 4 3 1 9000 1 2 1 1 0 0 0 0 2 1 18 0 0 1 0 1 0 0 0.37 0.13 0.67 0.58 0.58 0.75 0.37 0.67 0.03 0.62 0.33 0.11 0.02 9.76 0.06 0.1 0.26 0.15 0.45 0.05 469
"939" 1 12 6 2 1.5 180.68114 13823 2 4 7 0 76000 NA 4 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0.37 0.13 0.67 0.58 0.58 0.75 0.37 0.67 0.03 0.62 0.33 0.11 0.02 9.76 0.06 0.1 0.26 0.15 0.45 0.05 480
"974" 1 10 4 3 0.67 135.94079 6724 1 5 3 0 34000 0 2 0 0 0 0 1 0 2 1 1 0 0 1 1 1 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 498
"975" 1 10 4 4 0.33 189.20114 482821 1 5 3 1 7500 0 2 1 1 0 0 0 0 0 0 7 0 0 1 0 0 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 498
"978" 1 11 6 2 0.5 183.94362 830355 1 5 7 1 18000 NA 3 0 1 NA NA 0 0 0 0 17 0 1 0 1 0 NA NA 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 501
"979" 1 12 6 2 0.25 183.94362 866792 1 5 7 NA 75000 NA 3 0 0 0 0 NA NA NA NA 5 0 NA 0 NA NA NA 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 502
"980" 1 12 6 2 0.5 172.33043 918575 1 5 7 NA 72000 NA 3 0 0 0 0 NA NA NA NA 3 0 NA 0 NA NA NA 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 502
"985" 1 5 2 3 0.33 178.1364 911525 1 5 4 NA 13000 NA 4 0 1 0 NA NA NA NA NA 2 1 NA 1 NA NA NA 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 506
"1020" 1 3 1 1 0.25 169.61091 708981 1 5 3 0 40000 0 4 0 0 0 0 0 0 0 0 15 0 1 1 1 0 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 531
"1023" 1 10 4 4 0.8 189.20114 446843 3 5 5 NA 5310 1 2 1 1 0 0 1 1 1 1 10 1 0 1 0 1 1 1 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 534
"1035" 1 11 5 3 0.5 183.26966 301871 1 5 7 1 0 1 2 1 1 0 0 0 0 0 0 11 1 1 1 1 0 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 540
"1036" 1 11 5 2 1.25 173.35316 99734 1 5 6 1 79100 NA 3 0 0 0 0 1 0 1 1 15 0 0 1 1 0 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 540
"1044" 1 10 5 4 0.33 166.79059 90802 1 5 6 0 7200 1 4 1 1 0 0 0 0 0 0 10 0 1 0 0 1 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 545
"1070" 1 9 4 2 0.33 163.31801 528580 1 5 4 0 70000 0 2 0 0 1 0 0 0 0 1 6 1 0 1 1 1 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 564
"1075" 1 5 1 4 0.83 220.62478 213439 1 5 3 NA 29400 NA 4 0 1 0 NA NA NA NA NA 3 0 NA 1 NA NA NA 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 567
"1106" 1 10 4 4 1 189.20114 709957 2 5 2 1 10000 0 2 1 1 0 0 0 0 0 1 1 0 0 1 NA 1 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 581
"1107" 1 10 4 5 1 246.67325 3889 1 5 2 0 12000 0 2 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 581
"1108" 1 10 4 4 0.75 246.67325 114042 1 5 2 0 34000 0 2 0 0 0 0 0 1 0 1 19 0 0 1 1 1 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 581
"1109" 1 10 4 5 1.25 172.33043 676563 2 5 2 0 16800 0 2 1 1 0 0 0 0 0 1 2 0 1 1 1 1 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 581
"1110" 1 10 4 5 1 189.20114 338221 2 5 3 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 582
"1121" 1 10 5 1 2 189.20114 913985 1 5 4 1 20316 0 2 0 1 0 0 0 0 0 0 0 0 1 0 NA 0 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 587
"1132" 1 10 4 2 0.33 183.26966 648297 1 5 3 NA 35000 NA 2 0 0 0 0 NA NA NA NA 4 0 NA 1 NA NA NA 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 594
"1133" 1 10 4 3 0.5 166.79059 791856 1 5 6 1 14938 0 2 0 1 0 0 0 0 0 0 3 1 0 1 1 1 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 594
"1134" 1 10 4 4 1.25 246.67325 652893 2 5 1 0 21070 1 2 1 1 0 0 0 0 0 1 6 0 0 1 0 0 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 594
"1135" 1 10 4 3 0.5 183.26966 285130 1 5 2 1 0 1 2 1 1 0 0 1 1 0 0 14 1 0 1 1 1 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 594
"1145" 1 10 5 2 0.5 172.33043 276768 1 5 7 1 67000 0 2 0 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 604
"1147" 1 10 4 2 0.75 135.94079 420221 1 5 6 NA 31000 0 2 0 1 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 606
"1148" 1 10 4 2 0.33 163.31801 827111 1 5 6 0 52000 0 2 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 606
"1149" 1 10 4 4 0.33 189.20114 857342 1 5 2 0 23000 0 2 0 0 0 0 0 0 0 0 7 0 0 1 1 0 NA 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 606
"1150" 1 10 4 4 0.75 163.31801 955271 2 5 4 1 22000 0 2 0 1 0 0 1 0 1 1 2 0 0 1 NA 1 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 606
"1153" 1 11 4 2 1 183.26966 725031 1 5 4 1 32000 0 2 0 0 0 0 0 0 0 1 3 0 0 1 0 0 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 609
"1154" 1 11 5 3 0.67 220.62478 832775 1 5 2 1 25712 0 2 0 0 0 0 0 0 0 0 7 1 0 1 1 0 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 610
"1155" 1 11 5 5 0.33 178.1364 863746 1 5 2 0 21000 0 2 0 0 0 0 0 0 0 0 18 0 0 1 0 0 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 610
"1156" 1 11 5 2 2 178.1364 317971 1 5 2 0 76000 0 2 0 0 0 0 0 0 0 0 5 1 0 1 0 1 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 610
"1169" 1 11 5 1 0.33 198.56704 273638 1 5 5 1 6000 0 2 1 1 0 0 0 0 0 0 26 0 1 0 1 0 0 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 617
"1170" 1 11 5 4 0.75 189.20114 681330 1 5 6 1 22797 1 2 0 1 0 0 0 0 0 1 7 0 0 0 0 0 1 0 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 617
"1182" 1 2 1 4 1 135.94079 108076 1 5 3 1 27224 0 4 0 1 0 0 0 0 1 0 6 0 1 1 0 0 1 1 0.25 0.16 0.61 0.66 0.55 0.8 0.37 0.6 0.01 0.53 0.53 0.12 0.08 8.15 0.06 0.01 0.2 0.1 0.34 0.06 625
"1222" 1 10 5 1 0.33 192.07356 314458 1 6 7 1 9600 NA 3 0 1 0 0 0 0 1 0 28 0 1 0 1 0 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 644
"1237" 1 12 6 1 0.43 177.6315 764414 1 6 5 1 84687 NA 3 0 0 0 0 0 0 0 0 4 0 1 0 1 0 0 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 654
"1297" 1 1 1 7 0.4 242.03623 528788 1 6 2 0 50000 NA 3 0 0 0 0 0 0 0 0 38 0 1 1 1 0 0 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 686
"1298" 1 1 1 1 0.33 231.7505 813543 1 6 2 0 27132 NA 3 0 0 0 0 0 0 2 0 27 0 1 1 1 0 0 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 686
"1299" 1 3 1 1 0.75 171.79129 221817 1 6 2 0 105000 0 4 0 0 0 NA 0 0 0 0 6 0 1 1 1 0 0 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 687
"1312" 1 1 2 1 0.29 231.7505 187482 1 6 2 0 76000 NA 3 0 0 0 0 0 0 0 0 6 1 1 0 1 0 0 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 694
"1321" 1 11 5 4 0.33 184.39314 738345 1 6 6 1 50000 0 2 0 0 0 0 0 0 1 0 4 0 0 1 1 0 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 701
"1322" 1 11 5 3 0.33 170.03347 472743 1 6 6 0 4800 0 2 1 1 0 0 0 0 0 1 24 0 1 1 1 0 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 701
"1323" 1 11 5 5 1 194.27028 314926 1 6 6 0 96000 NA 2 0 0 0 0 0 0 1 1 1 0 0 1 NA 1 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 701
"1324" 1 11 5 1 0.33 170.03347 671177 1 6 6 1 87000 0 2 0 0 0 0 1 1 2 1 16 0 0 1 1 1 0 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 701
"1325" 1 12 6 1 0.17 170.03347 753283 1 6 8 1 120000 NA 3 0 0 0 0 0 1 0 0 37 0 1 0 1 0 0 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 702
"1326" 1 12 6 1 0.33 192.07356 268780 1 6 7 NA 150000 NA 3 0 0 0 0 NA NA NA NA 1 0 NA 0 NA NA NA 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 702
"1327" 1 12 6 1 0.5 184.39314 179940 1 6 7 NA 203000 NA 3 0 0 0 0 NA NA NA NA 10 0 NA 0 NA NA NA 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 702
"1328" 1 12 6 1 0.67 231.7505 674064 1 6 7 NA 38820 NA 3 0 0 0 0 0 0 0 0 3 0 1 0 1 0 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 702
"1332" 1 11 5 5 1 177.6315 79939 1 6 5 0 29400 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 705
"1333" 1 11 5 1 0.5 253.79627 129456 1 6 7 1 53000 0 4 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 705
"1334" 1 11 5 1 0.2 231.7505 232565 1 6 7 NA 150000 NA 3 0 0 0 0 NA NA NA NA 5 0 NA 0 NA NA NA 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 705
"1335" 1 11 5 1 0.5 231.7505 769488 1 6 7 NA 93000 NA 3 0 0 0 0 0 0 0 0 14 0 1 0 1 0 0 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 705
"1373" 1 1 1 5 1 170.03347 877239 1 6 2 0 40000 0 4 0 0 0 1 1 0 2 1 1 0 1 1 1 1 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 721
"1385" 1 10 5 4 1.33 253.79627 202977 1 6 7 0 13760 0 2 1 1 0 1 1 1 2 1 4 0 0 1 0 1 1 1 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 730
"1386" 1 10 5 4 2.25 160.69397 716128 1 6 7 0 46092 1 2 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 730
"1389" 1 10 3 4 0.33 160.69397 935415 1 6 3 1 150000 0 2 0 0 0 0 0 0 0 0 2 0 0 1 NA 0 NA 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 733
"1390" 1 10 4 2 0.67 170.03347 566658 1 6 3 0 30000 0 2 0 0 0 0 0 0 0 0 1 0 0 1 NA 0 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 734
"1391" 1 10 4 2 1.33 231.89177 120153 2 6 3 0 47000 0 2 0 0 0 0 0 0 0 1 7 0 1 1 NA 1 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 734
"1392" 1 10 4 5 0.75 231.89177 693879 1 6 3 0 77000 0 2 0 0 0 0 0 0 0 0 19 0 0 1 1 1 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 734
"1393" 1 10 4 1 0.5 259.12661 387171 1 6 5 1 60000 0 2 0 0 0 0 0 0 0 1 38 0 1 1 0 0 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 734
"1414" 1 10 5 3 0.5 259.12661 397734 1 6 2 NA 12564 1 2 0 1 0 0 0 0 0 0 8 0 0 1 1 1 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 743
"1425" 1 10 5 4 1.25 231.89177 830744 2 6 4 NA 14600 0 2 1 1 0 0 1 0 2 1 9 0 1 1 0 1 1 0 0.11 0.07 0.48 0.82 0.29 0.47 0.14 0.34 0.02 0.54 0.75 0.07 0.33 12.83 0.02 0.02 0.15 0.1 0.23 0.05 747
"1446" 1 5 2 2 0.56 293.26228 922308 1 7 2 1 90000 NA 3 0 0 0 0 0 0 0 0 16 0 NA 0 1 0 NA 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 761
"1458" 1 5 2 4 0.6 190.48769 569655 2 7 2 0 23000 0 4 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 768
"1468" 1 3 1 1 0.43 178.1364 688297 1 7 2 0 82760 NA 3 0 0 0 0 0 0 0 0 31 0 1 1 1 0 0 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 777
"1469" 1 3 1 3 0.43 183.26966 952829 1 7 2 0 91900 NA 3 0 0 0 0 0 NA 0 0 1 0 1 1 1 0 0 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 777
"1490" 1 3 2 2 0.5 293.26228 273765 1 7 2 0 9296 0 4 1 1 0 0 0 0 0 1 9 0 1 0 1 0 0 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 789
"1494" 1 12 6 2 0.33 178.1364 459974 1 7 7 NA 5800 1 2 1 1 0 0 0 0 0 1 32 0 1 0 1 0 0 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 793
"1500" 1 11 5 1 0.33 165.6188 400750 1 7 3 0 20400 0 2 0 0 0 0 1 0 2 0 52 0 1 1 0 0 0 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 797
"1501" 1 11 5 2 0.33 172.33043 697830 1 7 3 NA 67500 NA 4 0 0 0 0 NA NA NA NA 3 0 NA 1 NA NA NA 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 797
"1502" 1 11 5 2 0.5 172.33043 989204 1 7 3 NA 70000 NA 2 0 0 0 0 NA NA NA NA 2 0 NA 1 NA NA NA 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 797
"1503" 1 11 5 2 0.75 206.90112 688026 1 7 4 NA 45000 0 2 0 0 0 0 1 0 2 1 10 0 0 1 1 0 1 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 797
"1504" 1 12 5 5 2 293.26228 643974 3 7 3 0 54589 NA 3 0 1 0 0 1 0 2 1 13 0 1 1 0 1 1 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 798
"1513" 1 5 2 2 0.33 178.1364 883127 1 7 4 1 30000 0 4 0 0 0 0 0 0 0 0 30 0 1 0 1 0 0 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 805
"1514" 1 5 2 2 0.6 190.48769 689091 1 7 2 0 65000 0 4 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 805
"1575" 1 10 5 3 0.25 160.95067 772923 1 7 2 1 42000 NA 3 0 0 0 0 1 0 0 0 14 0 0 0 0 0 1 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 850
"1607" 1 3 2 2 0.8 258.46801 555615 2 7 4 0 76000 NA 3 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1 0 0.38 0.06 0.52 0.7 0.52 0.53 0.22 0.45 0.13 0.35 0.63 0.02 0.21 12.41 0.02 0.04 0.16 0.07 0.23 0.04 869
