"y" "defects" "poor" "race" "floor" "dist" "bldg"
"732" 0 2 3 4 2 3 359
"733" 0 0 3 4 2 3 359
"734" 0 0 5 4 2 3 359
"735" 0 1 4 3 2 3 1391
"736" 0 0 5 2 4 3 1391
"737" 1 0 4 3 5 3 1391
"738" 0 1 4 2 2 3 1391
"739" 0 1 4 2 5 3 1392
"740" 0 0 6 2 6 3 1392
"741" 0 0 3 2 6 3 1393
"742" 1 4 3 2 2 3 1411
"743" 0 5 5 7 5 3 1411
"744" 1 6 5 2 6 3 1411
"745" 0 3 3 2 2 3 1412
"746" 0 1 4 3 3 3 1412
"747" 0 3 4 7 4 3 1412
"748" 0 4 3 2 6 3 1412
"749" 1 4 4 2 7 3 1413
"750" 1 3 4 2 3 4 360
"751" 0 1 4 5 3 4 361
"752" 1 2 5 5 3 4 362
"753" 1 6 6 4 4 4 363
"754" 1 2 6 2 5 4 364
"755" 0 1 3 2 6 4 365
"756" 1 1 5 4 6 4 365
"757" 1 1 8 2 7 4 366
"758" 1 2 8 2 7 4 366
"759" 0 0 6 2 7 4 366
"760" 1 2 5 2 3 4 367
"761" NA 1 5 4 3 4 367
"762" 0 0 3 2 3 4 367
"763" NA 1 3 2 3 4 367
"764" 0 1 3 3 3 4 368
"765" 0 1 3 2 3 4 368
"766" 1 2 6 3 4 4 369
"767" NA 2.97706765435269 3.34210526315789 3 4 4 370
"768" 1 4 3 4 4 4 371
"769" 1 0 6 4 7 4 372
"770" 1 1 6 2 7 4 372
"771" 1 6 6 4 7 4 372
"772" 1 1 6 4 7 4 372
"773" 0 2.09569377990431 1.34210526315789 3 2 4 373
"774" NA 1 3 4 1 4 374
"775" 1 1 4 3 3 4 374
"776" 1 2.09569377990431 4 3 2 4 375
"777" 1 4 3 2 4 4 376
"778" 0 1 5 4 5 4 376
"779" NA 3 5 2 5 4 377
"780" 1 3 6 4 5 4 377
"781" NA 1.33333333333333 3 4 9 4 378
"782" 0 1 2 2 9 4 378
"783" 0 2 2 2 9 4 378
"784" 0 1 3 2 9 4 378
"785" 0 2 5 2 8 4 379
"786" 0 2 5 3 8 4 379
"787" 0 1 4 2 8 4 379
"788" 0 0 6 4 2 4 380
"789" 1 2 6 4 1 4 380
"790" 1 3 6 4 2 4 381
"791" 1 3 6 4 2 4 382
"792" 1 4 5 3 2 4 383
"793" 1 2 4 1 2 4 384
"794" 0 2 4 3 3 4 385
"795" 0 1 3 3 3 4 385
"796" 1 2 3 4 5 4 385
"797" 1 0 4 4 5 4 386
"798" 1 0 6 4 5 4 387
"799" 1 2 5 4 5 4 387
"800" 1 2 5 3 2 4 388
"801" 1 1 6 2 2 4 389
"802" 1 1 6 3 4 4 390
"803" NA 1.88137387444838 4.34210526315789 3 4 4 391
"804" 1 0.106481481481481 3 4 4 4 392
"805" 1 1 5 4 4 4 393
"806" 1 3.44670050761421 4 4 2 4 394
"807" 1 6 6 4 2 4 395
"808" NA 3.88137387444838 5.34210526315789 4 6 4 396
"809" 1 3 3 3 3 4 397
"810" 1 4 4 4 3 4 398
"811" 1 4 5 4 3 4 399
"812" 1 6 4 3 3 4 400
"813" 1 1 4 2 3 4 401
"814" 1 1 4 4 3 4 401
"815" 1 2 6 2 3 4 402
"816" 0 4 7 2 7 4 403
"817" 0 1 4 2 7 4 404
"818" NA 3 5 2 7 4 405
"819" 0 3 4 2 7 4 405
"820" 0 4 3 2 3 4 406
"821" 0 3 3 2 3 4 406
"822" 1 4 6 3 3 4 407
"823" 0 1.10648148148148 4 4 4 4 408
"824" 1 9 7 2 4 4 409
"825" 0 6 7 3 3 4 410
"826" 1 9 6 2 3 4 410
"827" 1 0 5 2 7 4 411
"828" 1 2 3 2 7 4 411
"829" 0 0 3 4 7 4 411
"830" 0 0 3 4 7 4 412
"831" 1 1 5 4 4 4 413
"832" 1 3.35051546391753 5 3 6 4 414
"833" 1 3 4 4 2 4 415
"834" 1 3 4 4 2 4 415
"835" 1 3.09569377990431 5.34210526315789 4 1 4 416
"836" 1 3.35051546391753 1.34210526315789 2 2 4 417
"837" 0 1 5 2 3 4 418
"838" 1 1 3 4 4 4 418
"839" NA 1.88137387444838 4.34210526315789 7 5 4 419
"840" 0 0 3 2 5 4 420
"841" NA 0 3 3 5 4 420
"842" 1 5 6 2 3 4 421
"843" 1 1.35051546391753 4 4 3 4 422
"844" 1 6 4 3 3 4 423
"845" 1 1.33333333333333 5 3 6 4 424
"846" 1 1 5 5 6 4 424
"847" 0 1 5 3 6 4 424
"848" 1 1 5 3 6 4 424
"849" 1 1 3 3 3 4 425
"850" 0 2 3 4 3 4 425
"851" 1 4 6 4 3 4 426
"852" 1 1 4 3 3 4 427
"853" 0 1 4 1 1 4 428
"854" 1 3 3 4 1 4 429
"855" 1 1 4 4 1 4 429
"856" 0 5 3 4 2 4 429
"857" 0 3 3 2 2 4 429
"858" 0 1 4 4 2 4 430
"859" 0 1 5 2 1 4 430
"860" 1 1 4 2 7 4 431
"861" 1 1 5 4 7 4 432
"862" 0 2 7 2 7 4 433
"863" 1 0 4 4 7 4 434
"864" 0 1 5 2 4 4 435
"865" NA 0.5 3.5 2 4 4 436
"866" 0 1 4 3 4 4 436
"867" 1 0 3 2 4 4 436
"868" 0 2 2 2 7 4 437
"869" 1 2 2 2 7 4 437
"870" 1 0.0599078341013825 4 2 7 4 438
"871" 1 1 3 2 7 4 439
"872" NA 4.88137387444838 1.34210526315789 2 4 4 440
"873" 0 1 5 4 2 4 441
"874" 1 1 3 3 2 4 442
"875" 1 2.41156763156964 4 2 7 4 443
"876" 0 0 5 4 2 4 444
"877" 1 1 6 3 3 4 445
"878" 0 2 6 3 4 4 446
"879" 0 2 3 3 5 4 447
"880" NA 2.88137387444838 5.34210526315789 2 4.19354838709677 4 448
"881" 0 1 5 3 5 4 449
"882" 1 3 4 2 6 4 449
"883" 1 1 6 2 5 4 449
"884" 0 0 5 4 5 4 449
"885" NA 1.66666666666667 3 2 3.33333333333333 4 450
"886" 1 3 3 3 6 4 450
"887" 1 1 5 2 2 4 450
"888" 0 1 4 2 2 4 450
"889" 0 1 3 2 2 4 451
"890" 0 0 4 4 3 4 451
"891" 1 4 6 3 7 4 452
"892" NA 2.88137387444838 3.34210526315789 2 5 4 453
"893" 1 4 5 4 3 4 454
"894" NA 4 4 3 2 4 454
"895" 1 3 5 2 6 4 455
"896" 0 2 6 2 6 4 455
"897" 1 4 6 2 6 4 456
"898" NA 4.88137387444838 3.47513278609367 1 6 4 457
"899" 0 0 4 3 2 4 458
"900" 0 0 2 3 3 4 458
"901" NA 2.14345696993555 1.47513278609367 1 2 4 459
"902" 0 1 3 3 2 4 460
"903" 0 1 5 2 2 4 460
"904" NA 0.446700507614213 3 1 2 4 461
"905" 1 3 3 2 2 4 462
"906" 0 2 5 3 4 4 463
"907" 0 1 4 2 4 4 463
"908" 0 1 3 2 4 4 463
"909" 1 2 6 2 4 4 463
"910" 1 2 3 2 7 4 464
"911" 0 2 4 4 7 4 464
"912" 1 1 3 4 7 4 465
"913" 0 0 5 4 7 4 466
"914" 1 1 5 3 3 4 468
"915" 0 4 6 4 3 4 469
"916" 1 4 6 3 3 4 469
"917" 1 5 6 2 7 4 470
"918" 1 4 3 2 7 4 470
"919" 1 3 4 3 7 4 470
"920" 1 5 3 2 7 4 470
"921" 0 5 3 4 3 4 471
"922" 0 2 5 4 4 4 471
"923" 1 4 4 3 4 4 471
"924" 1 1 6 4 2 4 471
"925" 1 1 4 4 2 4 472
"926" 1 0 5 4 2 4 472
"927" 1 1 6 3 3 4 472
"928" 0 2 4 4 3 4 472
"929" 1 3 4 4 3 4 473
"930" 1 4 6 3 3 4 474
"931" 1 6 6 3 3 4 474
"932" 0 2 4 2 4 4 475
"933" 1 2 5 2 4 4 476
"934" 0 1 3 2 4 4 477
"935" NA 1.88137387444838 3 2 4 4 478
"936" 1 1 2 2 7 4 479
"937" 1 1 3 2 7 4 479
"938" 1 5 3 2 7 4 479
"939" 1 1 2.34210526315789 2 7 4 480
"940" 1 2 4 2 6 4 481
"941" 1 3 5 4 2 4 481
"942" 1 3 3 2 3 4 482
"943" 1 2.14948453608247 4 4 4 4 483
"944" 1 5 4 3 2 4 484
"945" 0 3 5 2 2 4 485
"946" 1 2 3 4 2 4 485
"947" 1 0 6 4 4 4 486
"948" 0 1 4 4 4 4 486
"949" 0 0 3 3 4 4 486
"950" 0 0 4 4 4 4 486
"951" 1 4 3 4 5 4 487
"952" 1 6 6 4 5 4 487
"953" 1 2 6 3 5 4 488
"954" 1 2.09569377990431 4 4 4 4 489
"955" 1 3 5 4 2 4 490
"956" 1 3 4 3 2 4 490
"957" 0 0 6 3 2 4 490
"958" 0 0.0956937799043062 5 5 1 4 491
"959" 0 0.0956937799043062 5 2 1 4 491
"960" 1 3 4 6 2 4 492
"961" 1 1 2 6 2 4 492
"962" 1 2 6 2 7 4 493
"963" 1 4 6 3 7 4 493
"964" 1 1 6 3 7 4 493
"965" 1 3 6 3 7 4 493
"966" 1 3 4 4 3 4 494
"967" 1 2.09569377990431 4 4 3 4 495
"968" 0 0.0956937799043062 4 4 3 4 495
"969" NA 3.88137387444838 5.34210526315789 3 3 4 496
"970" NA 1 1.28729281767956 2 8 5 497
"971" 0 0 1.28729281767956 2 8 5 497
"972" NA 1 1.28729281767956 2 8 5 497
"973" 1 2 2.28729281767956 4 8 5 497
"974" 1 5 3 3 3 5 498
"975" 0 1 5 4 3 5 498
"976" 0 0 3 4 3 5 499
"977" 1 0 4 4 3 5 500
"978" 0 0.190821264604226 2.28729281767956 2 7 5 501
"979" NA 1.43581393380988 1.28729281767956 2 7 5 502
"980" NA 1.43581393380988 1.28729281767956 2 7 5 502
"981" 1 2 6 3 5 5 503
"982" 1 2 4 4 5 5 503
"983" NA 4.43581393380988 5.28729281767956 4 5 5 504
"984" 0 3 3 2 5 5 505
"985" NA 1.44938859444337 4.28729281767956 3 4 5 506
"986" NA 1.57060071565549 4.28729281767956 2 2 5 507
"987" 1 2.01357466063348 6 3 2 5 508
"988" 1 5 2 4 7 5 509
"989" 1 2 1 5 7 5 509
"990" 0 1 2.28729281767956 1 1 5 510
"991" 0 1 1.28729281767956 1 2 5 510
"992" 0 1 2 1 4 5 511
"993" 1 2 6 4 6 5 512
"994" 1 1 4 4 6 5 512
"995" 1 1 4 4 5 5 513
"996" 1 3 5 3 5 5 514
"997" 0 1 3 1 2 5 515
"998" 0 0 5 4 2 5 515
"999" 0 0 3 1 3 5 516
"1000" 0 0 4 3 3 5 517
"1001" NA 1.01357466063348 5 5 2 5 518
"1002" NA 1.01357466063348 3 4 2 5 518
"1003" 1 1.01357466063348 3 2 2 5 518
"1004" 1 0 4 4 7 5 519
"1005" 1 2 6 2 7 5 520
"1006" 0 1 4 4 7 5 521
"1007" 1 4 5 4 7 5 522
"1008" 0 1 2 5 1 5 523
"1009" 0 0 3 5 3 5 524
"1010" 0 1 3.28729281767956 1 2 5 525
"1011" NA 1 4 2 3 5 526
"1012" NA 1 4 2 3 5 526
"1013" NA 1 4 2 3 5 526
"1014" 0 1 5 3 3 5 526
"1015" 1 1 6 2 6 5 527
"1016" 1 1 5 4 6 5 528
"1017" 1 5 6 3 6 5 528
"1018" NA 1.43581393380988 4.28729281767956 2 6 5 529
"1019" 0 0.0135746606334842 1.28729281767956 2 2 5 530
"1020" 0 0 2 1 3 5 531
"1021" 0 1.01357466063348 2.28729281767956 5 2 5 532
"1022" 0 0 2 3 3 5 533
"1023" 1 6 7 4 5 5 534
"1024" 1 3 6 2 5 5 535
"1025" 0 1 6 3 5 5 535
"1026" NA 1.43581393380988 5.28729281767956 3 2 5 536
"1027" 0 2 3 2 2 5 537
"1028" 1 5 3 2 2 5 537
"1029" 0 1 3 5 2 5 537
"1030" 0 2 5 3 5 5 538
"1031" 1 5 6 4 5 5 538
"1032" 0 0 6 3 5 5 538
"1033" 0 0 4 2 7 5 539
"1034" 0 0 4 4 7 5 539
"1035" 0 0 7 3 7 5 540
"1036" 0 4 2 2 6 5 540
"1037" 0 0 3 2 6 5 541
"1038" 0 1 1 2 6 5 541
"1039" 0 1 3 2 6 5 541
"1040" 1 1 3.28729281767956 3 3 5 542
"1041" 0 1 1.28729281767956 3 2 5 542
"1042" 1 7 4 2 3 5 543
"1043" 1 0 5 4 6 5 544
"1044" 1 0 5 4 6 5 545
"1045" 1 0 5 3 6 5 546
"1046" 1 0 3 2 6 5 547
"1047" 1 2 6 4 3 5 548
"1048" 0 0 4 4 3 5 549
"1049" 1 2 6 4 5 5 550
"1050" 1 1 5 4 6 5 551
"1051" 1 3 4 2 2 5 552
"1052" 1 0 4 1 2 5 552
"1053" 0 1 5 5 3 5 552
"1054" 0 1 5 5 3 5 552
"1055" 0 1 6 1 3 5 553
"1056" NA 2.43581393380988 3.28729281767956 2 3 5 554
"1057" 1 3 6 2 4 5 555
"1058" 0 4 3 2 4 5 556
"1059" 1 3 4.28729281767956 2 4.06637168141593 5 557
"1060" 0 2 6 5 2 5 558
"1061" 1 1 3 5 2 5 558
"1062" 1 5 3 3 2 5 558
"1063" NA 2.34 4 3 5 5 559
"1064" 1 2 6 3 5 5 560
"1065" 1 5 4 3 5 5 560
"1066" 1 3 3 1 5 5 560
"1067" 1 7 5 4 2 5 561
"1068" 0 2 4 3 3 5 562
"1069" NA 1.43581393380988 5.28729281767956 2 3 5 563
"1070" 1 3 4 2 4 5 564
"1071" 0 2 3 3 5 5 565
"1072" 1 1 3 3 5 5 566
"1073" 0 0 3 3 2 5 566
"1074" 1 0 5 4 2 5 566
"1075" NA 1.44938859444337 3.28729281767956 4 3 5 567
"1076" 0 0 2 3 2 5 568
"1077" 1 3 5 4 4 5 569
"1078" 1 5 5 2 4 5 569
"1079" 1 3 5 2 5 5 569
"1080" NA 3.66666666666667 5 2 3 5 569
"1081" 1 1.1025641025641 3 5 5 5 570
"1082" NA 1.43581393380988 5.28729281767956 3 4.06637168141593 5 571
"1083" 1 1.42417214276511 3 5 5 5 572
"1084" 1 5 4 3 5 5 573
"1085" 0 1 5 2 3 5 574
"1086" 1 0 5 3 3 5 574
"1087" 0 0 4 1 2 5 574
"1088" 0 2 5 4 6 5 575
"1089" 0 5 4 4 6 5 575
"1090" 1 2 4 4 6 5 575
"1091" 1 0 7 4 7 5 575
"1092" 1 1 6 2 3 5 576
"1093" 0 1 4 2 3 5 576
"1094" 1 2 4 4 4 5 576
"1095" 1 2 6 3 4 5 576
"1096" 1 1 4 3 2 5 577
"1097" 1 1 3.33333333333333 1 2 5 577
"1098" 0 0 4 1 2 5 577
"1099" 1 0 7 3 2 5 577
"1100" 0 1 3 2 4 5 578
"1101" 0 2 3 3 4 5 578
"1102" NA 1.33333333333333 5 3 6 5 578
"1103" 0 1 3 1 4 5 578
"1104" NA 1.43581393380988 5.28729281767956 1 4.06637168141593 5 579
"1105" 1 0 1.28729281767956 4 2 5 580
"1106" 1 2 5 4 2 5 581
"1107" 0 1 4 5 2 5 581
"1108" 1 3 3 4 2 5 581
"1109" 1 1 5 5 2 5 581
"1110" 1 1 5 5 3 5 582
"1111" 1 6 5 4 3 5 583
"1112" 1 5 6 4 3 5 583
"1113" 0 1 6 3 3 5 583
"1114" 0 1 5 4 3 5 583
"1115" 0 1 3 1 6 5 584
"1116" 1 1 6 3 1 5 584
"1117" 1 6 5 5 4 5 584
"1118" 0 0 4 2 3 5 585
"1119" 0 1 3 4 4 5 586
"1120" 0 2 3 2 4 5 586
"1121" 0 0 4 1 4 5 587
"1122" 0 0 2.28729281767956 3 2 5 588
"1123" NA 0 5 3 2 5 589
"1124" 1 0 6 3 2 5 589
"1125" 0 2 6 4 2 5 590
"1126" 0 2 5 3 2 5 591
"1127" 0 1 4 2 2 5 591
"1128" 0 1 6 4 2 5 591
"1129" 0 5 4 4 2 5 592
"1130" 1 3 6 4 2 5 593
"1131" 1 6 6 4 3 5 593
"1132" NA 2 3.66666666666667 2 3 5 594
"1133" 1 1 5 3 6 5 594
"1134" 0 2 6 4 1 5 594
"1135" 1 3 7 3 2 5 594
"1136" 1 1 5 4 5 5 595
"1137" 1 1 6 4 5 5 596
"1138" NA 1.43581393380988 4.28729281767956 4 5 5 597
"1139" 1 1 6 4 5 5 598
"1140" 1 1 3 1 5 5 599
"1141" NA 1.43581393380988 4.28729281767956 1 5 5 600
"1142" 0 1 6 3 5 5 601
"1143" 1 1.01357466063348 4 4 7 5 602
"1144" 0 0 4 4 7 5 603
"1145" 0 0 3 2 7 5 604
"1146" 0 0.0135746606334842 6 3 7 5 605
"1147" 1 1 4 2 6 5 606
"1148" 1 1 3 2 6 5 606
"1149" 0 1 3 4 2 5 606
"1150" 1 4 4 4 4 5 606
"1151" NA 1.43581393380988 5.28729281767956 4 4 5 607
"1152" NA 1.43581393380988 4.28729281767956 3 4 5 608
"1153" 0 2 3 2 4 5 609
"1154" 0 1 4 3 2 5 610
"1155" 0 1 3 5 2 5 610
"1156" 1 1 4 2 2 5 610
"1157" 1 1 5 2 3 5 611
"1158" 0 0 3 3 7 5 612
"1159" 1 1 3 3 7 5 612
"1160" 1 4 5 4 7 5 612
"1161" 1 0 3 3 7 5 613
"1162" 0 4 3 3 2 5 614
"1163" 0 3 6 5 2 5 614
"1164" NA 1.43581393380988 5.28729281767956 4 2 5 615
"1165" NA 1 3.5 2 2 5 616
"1166" NA 1 3.5 2 2 5 616
"1167" 0 1 5 7 4 5 616
"1168" 1 1 6 1 4 5 616
"1169" 0 0 5 1 5 5 617
"1170" 0 2 5 4 6 5 617
"1171" 0 0.102564102564103 6 4 6 5 618
"1172" 1 1 6 1 6 5 619
"1173" 1 1 6 3 5 5 620
"1174" 0 2.19082126460423 3 3 5 5 621
"1175" 0 0 6 2 5 5 622
"1176" 1 0 3 3 6 5 623
"1177" 1 2 3 3 6 5 623
"1178" 1 1 6 4 6 5 623
"1179" 0 0 5 3 6 5 623
"1180" 0 0 3 2 2 5 624
"1181" 1 1 4 5 2 5 624
"1182" 0 2 3 4 3 5 625
"1183" 1 3 3 4 2 5 626
"1184" 0 0 3 5 4 5 627
"1185" 1 0 4 5 4 5 627
"1186" 1 2 3 3 4 5 628
"1187" 0 0 6 4 4 5 628
"1188" 0 0 6 3 3 5 629
"1189" 1 4 4 4 3 5 629
"1190" NA 1.33333333333333 4.33333333333333 3 3 5 629
"1191" 0 0 3 3 3 5 629
"1192" NA 1.43581393380988 5.28729281767956 2 3 5 630
"1193" 1 5 5 2 3 5 631
"1194" 0 0 6 3 3 5 632
"1195" 1 4 6 2 3 5 633
"1196" 0 4 3 3 6 5 634
"1197" 1 0 6 1 7 5 634
"1198" 1 1 3 3 7 5 634
"1199" 0 4 5 1 7 5 634
"1200" 1 2 3 2 5 5 635
"1201" 0 3 3 3 5 5 635
"1202" NA 2.33333333333333 4 2 5 5 635
"1203" 1 2 5 5 5 5 635
"1204" 0 0 1.12698412698413 1 2 6 636
"1205" 0 0 2.12698412698413 1 2 6 637
"1206" 0 0 2.12698412698413 1 2 6 637
"1207" 0 0 1.12698412698413 1 2 6 637
"1208" 0 0 4 1 7 6 638
"1209" 0 0 1 1 7 6 638
"1210" 0 0 3 1 7 6 638
"1211" 0 0 1.12698412698413 1 2 6 639
"1212" 0 3 1.12698412698413 4 2 6 639
"1213" 0 0 1.12698412698413 1 2 6 640
"1214" NA 0 2.12698412698413 1 2 6 641
"1215" 0 0 1.12698412698413 2 2 6 641
"1216" 0 0 2.12698412698413 1 2 6 642
"1217" 0 0 2.12698412698413 1 2 6 642
"1218" 1 0 3.12698412698413 1 2 6 642
"1219" 0 0 2.12698412698413 1 7 6 643
"1220" 0 0 2.12698412698413 1 7 6 643
"1221" NA 0 1.12698412698413 1 7 6 643
"1222" 0 1 2.12698412698413 1 7 6 644
"1223" 0 0 1 5 2 6 645
"1224" 0 0 2 5 3 6 645
"1225" 0 0 3 5 2 6 645
"1226" 0 0 1 5 3 6 645
"1227" 0 0 3.12698412698413 2 2 6 646
"1228" NA 1.07579429365196 1.12698412698413 1 2 6 647
"1229" 0 1.01694915254237 1.12698412698413 1 3 6 648
"1230" 0 0.0989583333333333 2.12698412698413 4 2 6 649
"1231" 1 1.24747474747475 3.12698412698413 1 2 6 650
"1232" NA 1.24747474747475 4.12698412698413 1 2 6 650
"1233" 0 1 5 1 6 6 651
"1234" 0 0 3 1 6 6 651
"1235" 0 1 3 1 6 6 652
"1236" 0 1 4 1 6 6 653
"1237" 0 0 1.12698412698413 1 5 6 654
"1238" 0 0 4 1 5 6 655
"1239" 0 0 1.12698412698413 1 5 6 656
"1240" 0 0 1.12698412698413 1 5 6 656
"1241" 0 0 2.12698412698413 1 1 6 657
"1242" NA 0 2.12698412698413 2 3 6 658
"1243" 0 0 3.12698412698413 1 3 6 658
"1244" NA 1.05884514110959 2.12698412698413 4 7 6 659
"1245" 0 0 3 3 7 6 660
"1246" 0 0 2.12698412698413 4 7 6 661
"1247" 1 0 1.12698412698413 1 5 6 662
"1248" NA 0 1.12698412698413 1 5 6 662
"1249" 0 0 1.12698412698413 5 5 6 662
"1250" NA 0 1.12698412698413 1 5 6 662
"1251" 0 1 2.12698412698413 2 6 6 663
"1252" 0 0 2.12698412698413 4 2 6 664
"1253" 0 0 1.12698412698413 2 2 6 664
"1254" 1 2 3 4 2 6 665
"1255" 0 0 4 4 5 6 666
"1256" NA 0 1.12698412698413 3 5 6 667
"1257" 0 0 1.12698412698413 1 5 6 667
"1258" 0 3 2 1 8 6 668
"1259" 0 3 3 1 8 6 668
"1260" 0 0 1 4 8 6 668
"1261" 0 0 2 5 8 6 669
"1262" 0 0 2.12698412698413 1 2 6 670
"1263" 0 1 1.12698412698413 1 2 6 670
"1264" 0 1 2 1 2 6 671
"1265" 0 0 1 1 3 6 671
"1266" NA 1.05884514110959 2.12698412698413 1 5 6 672
"1267" 0 0 1 1 5 6 673
"1268" 0 0 4 1 6 6 673
"1269" NA 1.05884514110959 1.12698412698413 1 7 6 674
"1270" 0 0 1 1 3 6 675
"1271" 0 2 2 7 4 6 675
"1272" 1 0 2 1 4 6 675
"1273" 0 2 2 1 8 6 675
"1274" 0 0 2 1 8 6 676
"1275" 0 1 2 1 8 6 676
"1276" NA 1.05884514110959 1.12698412698413 1 4 6 677
"1277" NA 1.05884514110959 1.12698412698413 1 4 6 677
"1278" NA 1.05884514110959 1.12698412698413 1 4 6 677
"1279" NA 0.666666666666667 1.12698412698413 1 7 6 678
"1280" 0 1 1.12698412698413 1 7 6 678
"1281" 0 1 2.12698412698413 1 7 6 678
"1282" 0 0 1.12698412698413 1 7 6 678
"1283" NA 1.07959202907639 3.12698412698413 4 4.70539419087137 6 679
"1284" 0 0 3 1 2 6 680
"1285" 0 0 4 1 2 6 680
"1286" 0 0 3 1 3 6 680
"1287" 1 2 3 1 5 6 681
"1288" 1 2 3 1 5 6 681
"1289" 1 2 3 1 5 6 681
"1290" NA 1.05884514110959 3.12698412698413 1 4 6 682
"1291" NA 4 1 1 7 6 683
"1292" NA 4 1 1 7 6 683
"1293" 0 4 3 1 7 6 683
"1294" NA 4 4 1 7 6 683
"1295" 0 0 2 1 2 6 684
"1296" 0 0 1.12698412698413 1 2 6 685
"1297" 0 0 1.12698412698413 7 2 6 686
"1298" 0 2 1.12698412698413 1 2 6 686
"1299" 0 0.0169491525423729 2 1 2 6 687
"1300" 0 0 1 1 3 6 688
"1301" 1 0 4 1 2 6 688
"1302" 0 1.01694915254237 2 1 3 6 689
"1303" 0 0 2 1 7 6 690
"1304" 0 0 3 1 7 6 690
"1305" 0 0 2 4 1 6 690
"1306" 0 0 2.12698412698413 4 1 6 691
"1307" 0 0 3.12698412698413 1 4 6 692
"1308" 1 1 1.12698412698413 1 4 6 692
"1309" 0 0 1.12698412698413 1 4 6 692
"1310" 0 0 1.12698412698413 1 4 6 692
"1311" 0 2.07053941908714 2.12698412698413 1 2 6 693
"1312" 0 0 2.12698412698413 1 2 6 694
"1313" 0 0 1.12698412698413 1 2 6 695
"1314" 0 0 2.12698412698413 1 2 6 696
"1315" 0 0 1.12698412698413 1 4 6 697
"1316" 0 0 4 1 4 6 698
"1317" 1 0 1 1 4 6 698
"1318" NA 1.05884514110959 2.12698412698413 2 3 6 699
"1319" 0 0 2 2 8 6 700
"1320" NA 0 3 2 8 6 700
"1321" 0 2 3 4 6 6 701
"1322" 0 1 5 3 6 6 701
"1323" 1 3 3 5 6 6 701
"1324" 1 6 3 1 6 6 701
"1325" 0 1 1.12698412698413 1 8 6 702
"1326" NA 0.5 1.12698412698413 1 7 6 702
"1327" NA 0.5 1.12698412698413 1 7 6 702
"1328" 0 0 1.12698412698413 1 7 6 702
"1329" 0 1 3 1 5 6 703
"1330" 0 0 3 1 5 6 703
"1331" NA 1.05884514110959 3.12698412698413 3 5 6 704
"1332" 0 1 3 5 5 6 705
"1333" 0 0 2 1 7 6 705
"1334" NA 0.333333333333333 1 1 7 6 705
"1335" 0 0 1 1 7 6 705
"1336" NA 1.05884514110959 1.12698412698413 1 7 6 706
"1337" 1 2.33668341708543 6 3 3 6 707
"1338" 1 3 5 4 3 6 708
"1339" 1 5 3 4 3 6 708
"1340" 1 4 4 4 3 6 708
"1341" 0 0 3 1 7 6 708
"1342" 0 0 3 1 7 6 709
"1343" NA 1 5 1 5 6 709
"1344" NA 1 3 1 7 6 709
"1345" 1 2 4 4 6 6 709
"1346" 1 4 4 4 6 6 710
"1347" 1 5 3 3 6 6 710
"1348" 1 1 4 4 6 6 710
"1349" 0 0 4 1 2 6 711
"1350" 0 0 3 1 2 6 711
"1351" 0 4 3 1 2 6 711
"1352" 0 0 3 4 3 6 711
"1353" 0 2 4 2 7 6 712
"1354" 1 3 3 2 7 6 712
"1355" 0 1 3 2 7 6 712
"1356" 0 1 5 3 7 6 713
"1357" 0 0 3 1 8 6 714
"1358" NA 0 3 1 8 6 714
"1359" NA 0 3 1 8 6 714
"1360" 0 0 3 1 8 6 714
"1361" 0 0 3 1 7 6 715
"1362" 0 0 3 3 7 6 715
"1363" 0 0 3 4 7 6 715
"1364" 0 0.0169491525423729 3 1 7 6 716
"1365" 0 0 2 5 5 6 717
"1366" 1 5 3 2 5 6 717
"1367" 0 0 2 4 5 6 717
"1368" 0 1 2 1 5 6 717
"1369" 0 0 4 2 5 6 718
"1370" 1 1 3 4 6 6 718
"1371" 0 0 3 3 7 6 719
"1372" 1 1 5 2 6 6 720
"1373" 1 5 2 5 2 6 721
"1374" 0 1 3 1 2 6 722
"1375" 0 0 2 1 3 6 722
"1376" 0 0 2 1 3 6 722
"1377" NA 1.07579429365196 4.12698412698413 2 3 6 723
"1378" 0 0 2 2 2 6 724
"1379" NA 1.05884514110959 2 1 3 6 725
"1380" 0 0 5 2 1 6 726
"1381" 1 5 5 4 2 6 727
"1382" 1 1 5 2 2 6 728
"1383" 0 3 4 2 2 6 729
"1384" NA 3 5 4 2 6 729
"1385" 1 8 5 4 7 6 730
"1386" 1 7 6 4 7 6 730
"1387" NA 2.05884514110959 3.12698412698413 4 7 6 731
"1388" 1 3 4 3 7 6 732
"1389" 0 1 3 4 3 6 733
"1390" 0 1 3 2 3 6 734
"1391" 1 1 3 2 3 6 734
"1392" 1 1 3 5 3 6 734
"1393" 0 1 3 1 5 6 734
"1394" 0 5 5 1 5 6 735
"1395" NA 5 3 4 5 6 735
"1396" 0 5 3 1 5 6 735
"1397" 0 1 5 4 7 6 736
"1398" 0 2 6 2 7 6 736
"1399" NA 1.66666666666667 4.66666666666667 2 7 6 736
"1400" 0 2 6 3 7 6 736
"1401" 1 3 5 3 5 6 737
"1402" 1 0 3 4 6 6 738
"1403" 1 2 6 4 4 6 739
"1404" 1 2 5 3 4 6 739
"1405" 1 3 4 3 5 6 739
"1406" 1 2 6 2 5 6 739
"1407" 1 2 4 3 4 6 740
